sensor_id,equipment_id,measurement_time,temperature,pressure,vibration,current,voltage,rpm,created_at
35,ASM-001,2024-01-01 06:00:00,26.5,10.11,1.2637,16.36,218.45,106.48,2026-01-30 00:45:52
36,INJ-001,2024-01-01 07:00:00,181.88,156.25,2.2091,42.57,225.79,1815.83,2026-01-30 00:45:52
37,INJ-002,2024-01-01 07:00:00,175.56,141.84,2.4128,42.71,215.87,1743.57,2026-01-30 00:45:52
38,PRESS-001,2024-01-01 07:00:00,84.08,199.3,3.3773,119.06,381.16,471.04,2026-01-30 00:45:52
39,PRESS-002,2024-01-01 07:00:00,88.6,201.85,6.2695,117.68,379.9,499.95,2026-01-30 00:45:52
40,ASM-001,2024-01-01 07:00:00,22.94,8.01,1.5078,14.78,222.01,113.8,2026-01-30 00:45:52
41,INJ-001,2024-01-01 08:00:00,184.31,147.68,2.5049,46.0,227.26,1819.19,2026-01-30 00:45:52
42,INJ-002,2024-01-01 08:00:00,173.47,147.62,2.3367,47.38,215.96,1733.21,2026-01-30 00:45:52
43,PRESS-001,2024-01-01 08:00:00,83.8,193.63,3.3948,118.48,380.75,506.84,2026-01-30 00:45:52
44,PRESS-002,2024-01-01 08:00:00,91.75,200.85,3.6846,116.2,382.46,493.6,2026-01-30 00:45:52
45,ASM-001,2024-01-01 08:00:00,28.66,9.54,1.1062,11.57,226.77,97.71,2026-01-30 00:45:52
46,INJ-001,2024-01-01 09:00:00,181.25,145.22,2.3801,45.01,220.23,1791.0,2026-01-30 00:45:52
47,INJ-002,2024-01-01 09:00:00,172.86,144.57,2.3241,44.03,223.56,1727.51,2026-01-30 00:45:52
48,PRESS-001,2024-01-01 09:00:00,81.93,203.83,3.5665,118.5,387.76,502.31,2026-01-30 00:45:52
49,PRESS-002,2024-01-01 09:00:00,90.36,198.2,6.1977,121.51,378.76,539.43,2026-01-30 00:45:52
50,ASM-001,2024-01-01 09:00:00,26.29,10.11,1.007,16.37,225.29,64.83,2026-01-30 00:45:52
51,INJ-001,2024-01-01 10:00:00,183.26,143.88,2.4461,46.44,227.51,1801.48,2026-01-30 00:45:52
52,INJ-002,2024-01-01 10:00:00,172.24,139.89,2.2889,43.77,219.84,1708.65,2026-01-30 00:45:52
53,PRESS-001,2024-01-01 10:00:00,84.82,196.09,3.6339,120.73,375.3,489.72,2026-01-30 00:45:52
54,PRESS-002,2024-01-01 10:00:00,85.88,197.81,3.991,116.03,382.52,509.39,2026-01-30 00:45:52
55,ASM-001,2024-01-01 10:00:00,23.41,5.68,0.993,13.89,214.01,139.29,2026-01-30 00:45:52
56,INJ-001,2024-01-01 11:00:00,181.52,147.9,2.5428,44.78,218.9,1812.28,2026-01-30 00:45:52
57,INJ-002,2024-01-01 11:00:00,173.94,143.27,2.245,38.4,212.42,1777.34,2026-01-30 00:45:52
58,PRESS-001,2024-01-01 11:00:00,88.29,199.25,3.6153,120.62,395.39,522.39,2026-01-30 00:45:52
59,PRESS-002,2024-01-01 11:00:00,87.74,195.13,3.4787,118.41,376.22,491.55,2026-01-30 00:45:52
60,ASM-001,2024-01-01 11:00:00,23.71,2.76,1.5374,16.76,219.96,129.6,2026-01-30 00:45:52
61,INJ-001,2024-01-01 12:00:00,178.25,147.42,2.8046,46.08,214.81,1796.19,2026-01-30 00:45:52
62,INJ-002,2024-01-01 12:00:00,172.23,147.78,2.6819,40.2,222.81,1736.99,2026-01-30 00:45:52
63,PRESS-001,2024-01-01 12:00:00,84.03,198.22,3.3272,120.1,375.85,505.41,2026-01-30 00:45:52
64,PRESS-002,2024-01-01 12:00:00,87.9,197.28,3.6185,116.85,383.78,530.02,2026-01-30 00:45:52
65,ASM-001,2024-01-01 12:00:00,23.04,6.3,1.3503,11.66,222.72,86.75,2026-01-30 00:45:52
66,INJ-001,2024-01-01 13:00:00,178.19,147.71,2.139,41.74,220.24,1805.19,2026-01-30 00:45:52
67,INJ-002,2024-01-01 13:00:00,176.28,140.02,2.2868,40.58,216.74,1750.95,2026-01-30 00:45:52
68,PRESS-001,2024-01-01 13:00:00,83.28,198.85,3.7013,118.85,384.18,477.41,2026-01-30 00:45:52
69,PRESS-002,2024-01-01 13:00:00,89.06,202.32,3.3057,116.41,382.89,515.94,2026-01-30 00:45:52
70,ASM-001,2024-01-01 13:00:00,25.74,4.19,1.2173,14.69,225.84,105.09,2026-01-30 00:45:52
71,INJ-001,2024-01-01 14:00:00,180.58,148.76,2.4025,44.13,221.97,1791.58,2026-01-30 00:45:52
72,INJ-002,2024-01-01 14:00:00,179.15,147.61,2.2348,45.4,217.96,1709.24,2026-01-30 00:45:52
73,PRESS-001,2024-01-01 14:00:00,82.98,194.39,3.4297,120.04,388.38,506.54,2026-01-30 00:45:52
74,PRESS-002,2024-01-01 14:00:00,87.56,200.49,3.3578,118.47,383.85,490.43,2026-01-30 00:45:52
75,ASM-001,2024-01-01 14:00:00,27.29,7.02,1.1169,16.27,231.35,103.64,2026-01-30 00:45:52
76,INJ-001,2024-01-01 15:00:00,179.04,148.62,2.33,46.66,215.72,1801.43,2026-01-30 00:45:52
77,INJ-002,2024-01-01 15:00:00,175.96,146.0,2.5075,41.98,218.65,1730.42,2026-01-30 00:45:52
78,PRESS-001,2024-01-01 15:00:00,84.11,201.13,3.6514,118.16,384.35,527.11,2026-01-30 00:45:52
79,PRESS-002,2024-01-01 15:00:00,88.83,203.63,7.4116,115.51,371.11,549.92,2026-01-30 00:45:52
80,ASM-001,2024-01-01 15:00:00,26.31,5.83,1.256,12.75,232.23,102.58,2026-01-30 00:45:52
81,INJ-001,2024-01-01 16:00:00,183.76,152.18,2.5962,45.45,216.05,1809.43,2026-01-30 00:45:52
82,INJ-002,2024-01-01 16:00:00,177.69,149.78,2.1978,41.02,219.37,1751.11,2026-01-30 00:45:52
83,PRESS-001,2024-01-01 16:00:00,87.19,194.92,3.8059,119.68,377.87,479.76,2026-01-30 00:45:52
84,PRESS-002,2024-01-01 16:00:00,84.69,200.47,3.8147,115.42,373.52,513.28,2026-01-30 00:45:52
85,ASM-001,2024-01-01 16:00:00,28.34,5.22,0.8994,14.51,218.64,46.06,2026-01-30 00:45:52
86,INJ-001,2024-01-01 17:00:00,177.79,149.31,2.6392,48.7,225.63,1794.62,2026-01-30 00:45:52
87,INJ-002,2024-01-01 17:00:00,180.15,145.18,2.3028,42.95,220.99,1747.11,2026-01-30 00:45:52
88,PRESS-001,2024-01-01 17:00:00,83.85,198.36,3.4934,118.91,376.44,502.13,2026-01-30 00:45:52
89,PRESS-002,2024-01-01 17:00:00,87.49,202.51,3.2698,120.18,386.23,478.53,2026-01-30 00:45:52
90,ASM-001,2024-01-01 17:00:00,24.31,4.89,0.9185,13.44,214.45,135.05,2026-01-30 00:45:52
91,INJ-001,2024-01-01 18:00:00,177.56,153.81,2.6443,42.74,217.38,1809.79,2026-01-30 00:45:52
92,INJ-002,2024-01-01 18:00:00,176.43,144.28,2.225,44.42,222.22,1742.78,2026-01-30 00:45:52
93,PRESS-001,2024-01-01 18:00:00,87.32,196.76,3.6232,121.19,378.45,506.52,2026-01-30 00:45:52
94,PRESS-002,2024-01-01 18:00:00,85.5,200.77,3.763,116.95,385.25,505.91,2026-01-30 00:45:52
95,ASM-001,2024-01-01 18:00:00,22.18,1.33,1.3212,12.44,228.77,58.36,2026-01-30 00:45:52
96,INJ-001,2024-01-01 19:00:00,182.21,150.63,2.4807,43.91,222.0,1799.25,2026-01-30 00:45:52
97,INJ-002,2024-01-01 19:00:00,175.23,145.45,2.2273,42.89,221.54,1715.8,2026-01-30 00:45:52
98,PRESS-001,2024-01-01 19:00:00,82.3,202.23,3.5342,119.63,380.09,506.95,2026-01-30 00:45:52
99,PRESS-002,2024-01-01 19:00:00,86.92,195.67,3.8392,116.04,382.04,485.95,2026-01-30 00:45:52
100,ASM-001,2024-01-01 19:00:00,27.06,7.42,1.2512,16.97,228.33,120.29,2026-01-30 00:45:52
101,INJ-001,2024-01-01 20:00:00,179.62,144.94,2.2344,45.05,222.59,1785.49,2026-01-30 00:45:52
102,INJ-002,2024-01-01 20:00:00,173.65,141.31,2.019,45.11,215.25,1802.65,2026-01-30 00:45:52
103,PRESS-001,2024-01-01 20:00:00,85.7,198.2,3.7015,125.12,379.52,522.99,2026-01-30 00:45:52
104,PRESS-002,2024-01-01 20:00:00,87.37,200.3,3.8688,116.88,383.16,539.45,2026-01-30 00:45:52
105,ASM-001,2024-01-01 20:00:00,25.12,6.9,1.4322,15.36,213.32,107.6,2026-01-30 00:45:52
106,INJ-001,2024-01-01 21:00:00,179.27,149.22,2.5913,41.68,222.15,1804.15,2026-01-30 00:45:52
107,INJ-002,2024-01-01 21:00:00,175.02,146.12,2.2622,43.06,224.69,1739.68,2026-01-30 00:45:52
108,PRESS-001,2024-01-01 21:00:00,83.94,203.56,3.4239,122.51,375.53,496.26,2026-01-30 00:45:52
109,PRESS-002,2024-01-01 21:00:00,89.55,196.36,6.2233,119.78,380.41,541.31,2026-01-30 00:45:52
110,ASM-001,2024-01-01 21:00:00,23.99,1.97,1.3988,18.16,217.39,91.6,2026-01-30 00:45:52
111,INJ-001,2024-01-01 22:00:00,181.75,147.6,2.5605,45.47,227.75,1780.03,2026-01-30 00:45:52
112,INJ-002,2024-01-01 22:00:00,172.12,145.09,2.271,43.98,221.45,1799.11,2026-01-30 00:45:52
113,PRESS-001,2024-01-01 22:00:00,84.36,196.98,3.8011,122.84,377.15,483.35,2026-01-30 00:45:52
114,PRESS-002,2024-01-01 22:00:00,88.69,194.12,4.1754,121.59,376.94,512.25,2026-01-30 00:45:52
115,ASM-001,2024-01-01 22:00:00,30.81,4.43,1.0627,12.24,216.35,99.34,2026-01-30 00:45:52
116,INJ-001,2024-01-01 23:00:00,183.21,154.73,2.9695,43.94,217.55,1820.88,2026-01-30 00:45:52
117,INJ-002,2024-01-01 23:00:00,177.56,149.62,2.4474,44.01,225.33,1773.39,2026-01-30 00:45:52
118,PRESS-001,2024-01-01 23:00:00,86.57,204.0,3.3413,120.74,378.03,500.57,2026-01-30 00:45:52
119,PRESS-002,2024-01-01 23:00:00,85.53,203.39,3.9196,122.33,378.46,524.38,2026-01-30 00:45:52
120,ASM-001,2024-01-01 23:00:00,24.53,8.09,1.1673,14.11,220.97,121.47,2026-01-30 00:45:52
121,INJ-001,2024-01-02 00:00:00,180.94,142.53,2.1683,45.75,227.83,1798.68,2026-01-30 00:45:52
122,INJ-002,2024-01-02 00:00:00,174.6,145.24,2.1608,44.42,221.22,1738.72,2026-01-30 00:45:52
123,PRESS-001,2024-01-02 00:00:00,85.04,205.06,3.3212,116.95,376.54,499.09,2026-01-30 00:45:52
124,PRESS-002,2024-01-02 00:00:00,86.07,203.23,3.8478,120.23,381.71,529.14,2026-01-30 00:45:52
125,ASM-001,2024-01-02 00:00:00,29.46,6.51,1.1987,14.82,227.2,86.47,2026-01-30 00:45:52
126,INJ-001,2024-01-02 01:00:00,176.84,144.79,2.7442,43.69,217.77,1762.21,2026-01-30 00:45:52
127,INJ-002,2024-01-02 01:00:00,178.07,148.03,2.0845,42.9,219.98,1726.83,2026-01-30 00:45:52
128,PRESS-001,2024-01-02 01:00:00,84.77,204.22,3.1557,119.51,376.59,479.97,2026-01-30 00:45:52
129,PRESS-002,2024-01-02 01:00:00,87.56,200.5,4.1694,119.85,380.3,507.06,2026-01-30 00:45:52
130,ASM-001,2024-01-02 01:00:00,25.58,12.62,1.1127,17.63,220.99,141.51,2026-01-30 00:45:52
131,INJ-001,2024-01-02 02:00:00,182.26,152.0,2.4796,45.85,222.61,1788.53,2026-01-30 00:45:52
132,INJ-002,2024-01-02 02:00:00,175.48,146.65,2.3744,40.95,218.71,1716.63,2026-01-30 00:45:52
133,PRESS-001,2024-01-02 02:00:00,87.69,198.48,3.2033,120.45,385.24,533.68,2026-01-30 00:45:52
134,PRESS-002,2024-01-02 02:00:00,87.03,201.44,3.9799,114.85,387.38,547.6,2026-01-30 00:45:52
135,ASM-001,2024-01-02 02:00:00,25.15,5.89,0.7808,14.95,225.86,110.87,2026-01-30 00:45:52
136,INJ-001,2024-01-02 03:00:00,179.58,144.69,2.4752,42.76,213.53,1823.22,2026-01-30 00:45:52
137,INJ-002,2024-01-02 03:00:00,176.65,142.85,2.4644,42.01,212.22,1741.44,2026-01-30 00:45:52
138,PRESS-001,2024-01-02 03:00:00,84.54,198.52,3.8957,120.76,382.15,520.61,2026-01-30 00:45:52
139,PRESS-002,2024-01-02 03:00:00,87.94,193.89,4.0372,118.1,383.66,518.39,2026-01-30 00:45:52
140,ASM-001,2024-01-02 03:00:00,24.65,10.22,0.5154,19.18,219.3,122.16,2026-01-30 00:45:52
141,INJ-001,2024-01-02 04:00:00,180.83,160.55,2.4561,45.43,224.35,1809.91,2026-01-30 00:45:52
142,INJ-002,2024-01-02 04:00:00,177.04,145.86,2.5514,45.37,223.19,1727.14,2026-01-30 00:45:52
143,PRESS-001,2024-01-02 04:00:00,83.94,199.32,3.6622,120.64,382.11,532.27,2026-01-30 00:45:52
144,PRESS-002,2024-01-02 04:00:00,90.23,194.57,3.9022,119.4,378.51,547.51,2026-01-30 00:45:52
145,ASM-001,2024-01-02 04:00:00,22.88,1.43,0.7797,18.19,215.77,80.17,2026-01-30 00:45:52
146,INJ-001,2024-01-02 05:00:00,177.46,150.25,2.1978,49.5,224.91,1793.5,2026-01-30 00:45:52
147,INJ-002,2024-01-02 05:00:00,177.8,152.88,2.5873,44.13,222.97,1767.07,2026-01-30 00:45:52
148,PRESS-001,2024-01-02 05:00:00,83.77,198.1,3.5831,116.61,379.51,480.23,2026-01-30 00:45:52
149,PRESS-002,2024-01-02 05:00:00,90.39,191.35,3.6126,119.88,375.09,515.51,2026-01-30 00:45:52
150,ASM-001,2024-01-02 05:00:00,22.88,4.64,1.4004,11.81,222.2,99.61,2026-01-30 00:45:52
151,INJ-001,2024-01-02 06:00:00,178.1,145.91,2.6994,46.09,220.24,1800.81,2026-01-30 00:45:52
152,INJ-002,2024-01-02 06:00:00,171.84,143.48,2.0728,44.79,218.53,1774.95,2026-01-30 00:45:52
153,PRESS-001,2024-01-02 06:00:00,89.16,196.52,3.5473,121.27,382.07,496.29,2026-01-30 00:45:52
154,PRESS-002,2024-01-02 06:00:00,89.12,207.91,3.8563,115.26,379.56,571.59,2026-01-30 00:45:52
155,ASM-001,2024-01-02 06:00:00,22.88,6.41,1.4033,14.24,218.98,88.37,2026-01-30 00:45:52
156,INJ-001,2024-01-02 07:00:00,176.55,150.15,2.4258,41.89,221.65,1816.67,2026-01-30 00:45:52
157,INJ-002,2024-01-02 07:00:00,178.88,144.42,2.1759,42.89,222.79,1751.52,2026-01-30 00:45:52
158,PRESS-001,2024-01-02 07:00:00,82.78,197.48,3.2876,118.53,386.18,521.83,2026-01-30 00:45:52
159,PRESS-002,2024-01-02 07:00:00,90.56,198.12,4.3347,118.79,380.96,513.82,2026-01-30 00:45:52
160,ASM-001,2024-01-02 07:00:00,24.76,4.42,1.1831,11.33,222.54,77.93,2026-01-30 00:45:52
161,INJ-001,2024-01-02 08:00:00,180.7,152.52,2.5164,44.8,224.6,1794.19,2026-01-30 00:45:52
162,INJ-002,2024-01-02 08:00:00,175.64,143.0,2.4984,42.65,216.22,1760.73,2026-01-30 00:45:52
163,PRESS-001,2024-01-02 08:00:00,83.2,200.08,3.4982,122.17,382.37,499.5,2026-01-30 00:45:52
164,PRESS-002,2024-01-02 08:00:00,89.64,202.17,3.9116,118.02,373.44,498.7,2026-01-30 00:45:52
165,ASM-001,2024-01-02 08:00:00,24.39,4.17,1.1626,15.11,222.65,98.59,2026-01-30 00:45:52
166,INJ-001,2024-01-02 09:00:00,181.37,150.19,2.1049,43.12,219.28,1775.81,2026-01-30 00:45:52
167,INJ-002,2024-01-02 09:00:00,178.06,148.66,2.2573,45.98,220.74,1743.26,2026-01-30 00:45:52
168,PRESS-001,2024-01-02 09:00:00,83.77,199.09,3.4224,120.34,380.8,500.06,2026-01-30 00:45:52
169,PRESS-002,2024-01-02 09:00:00,88.87,201.57,3.9899,115.03,367.23,538.69,2026-01-30 00:45:52
170,ASM-001,2024-01-02 09:00:00,22.27,5.33,0.966,11.4,222.71,115.18,2026-01-30 00:45:52
171,INJ-001,2024-01-02 10:00:00,180.14,142.23,2.3908,45.78,212.61,1803.67,2026-01-30 00:45:52
172,INJ-002,2024-01-02 10:00:00,176.16,145.36,2.1054,45.39,219.21,1749.45,2026-01-30 00:45:52
173,PRESS-001,2024-01-02 10:00:00,83.13,198.67,3.323,119.65,388.56,472.56,2026-01-30 00:45:52
174,PRESS-002,2024-01-02 10:00:00,84.77,202.41,3.7581,116.66,385.2,507.89,2026-01-30 00:45:52
175,ASM-001,2024-01-02 10:00:00,28.65,8.03,1.1024,19.31,216.97,114.84,2026-01-30 00:45:52
176,INJ-001,2024-01-02 11:00:00,178.81,153.91,2.8123,45.06,216.23,1809.2,2026-01-30 00:45:52
177,INJ-002,2024-01-02 11:00:00,179.03,145.41,2.2269,43.37,213.26,1730.57,2026-01-30 00:45:52
178,PRESS-001,2024-01-02 11:00:00,87.4,198.03,3.2906,121.07,385.93,514.38,2026-01-30 00:45:52
179,PRESS-002,2024-01-02 11:00:00,89.99,195.73,6.2558,121.0,378.39,514.98,2026-01-30 00:45:52
180,ASM-001,2024-01-02 11:00:00,27.66,7.67,1.2912,19.33,216.78,118.56,2026-01-30 00:45:52
181,INJ-001,2024-01-02 12:00:00,179.44,150.81,2.8057,46.02,222.69,1821.45,2026-01-30 00:45:52
182,INJ-002,2024-01-02 12:00:00,173.32,141.87,1.9067,47.11,214.48,1745.57,2026-01-30 00:45:52
183,PRESS-001,2024-01-02 12:00:00,84.45,200.92,3.6631,121.72,377.08,496.66,2026-01-30 00:45:52
184,PRESS-002,2024-01-02 12:00:00,88.57,197.25,4.1215,118.98,383.67,533.26,2026-01-30 00:45:52
185,ASM-001,2024-01-02 12:00:00,27.35,6.54,0.9406,15.8,216.74,89.43,2026-01-30 00:45:52
186,INJ-001,2024-01-02 13:00:00,185.37,153.71,2.5043,45.62,228.51,1804.82,2026-01-30 00:45:52
187,INJ-002,2024-01-02 13:00:00,176.13,139.72,2.4507,43.76,226.45,1763.46,2026-01-30 00:45:52
188,PRESS-001,2024-01-02 13:00:00,84.72,196.33,3.4582,118.3,377.1,511.77,2026-01-30 00:45:52
189,PRESS-002,2024-01-02 13:00:00,91.34,199.18,6.2656,118.89,385.98,507.8,2026-01-30 00:45:52
190,ASM-001,2024-01-02 13:00:00,24.73,6.04,1.043,16.3,219.4,108.39,2026-01-30 00:45:52
191,INJ-001,2024-01-02 14:00:00,180.62,148.69,2.6445,44.25,228.63,1792.01,2026-01-30 00:45:52
192,INJ-002,2024-01-02 14:00:00,176.87,140.74,1.9478,39.95,226.31,1738.96,2026-01-30 00:45:52
193,PRESS-001,2024-01-02 14:00:00,90.12,198.31,3.5369,123.08,390.03,541.23,2026-01-30 00:45:52
194,PRESS-002,2024-01-02 14:00:00,90.42,201.07,3.9185,119.56,377.24,503.64,2026-01-30 00:45:52
195,ASM-001,2024-01-02 14:00:00,24.99,5.49,1.1094,16.39,224.78,101.77,2026-01-30 00:45:52
196,INJ-001,2024-01-02 15:00:00,179.92,146.57,2.4613,43.57,210.67,1798.35,2026-01-30 00:45:52
197,INJ-002,2024-01-02 15:00:00,178.03,146.89,2.0952,46.71,226.11,1761.64,2026-01-30 00:45:52
198,PRESS-001,2024-01-02 15:00:00,84.55,197.12,3.4256,122.18,389.42,530.86,2026-01-30 00:45:52
199,PRESS-002,2024-01-02 15:00:00,87.02,194.64,3.8282,114.46,381.62,517.05,2026-01-30 00:45:52
200,ASM-001,2024-01-02 15:00:00,24.07,1.22,1.3027,13.93,214.15,42.55,2026-01-30 00:45:52
201,INJ-001,2024-01-02 16:00:00,178.17,155.32,2.8323,44.09,216.99,1809.38,2026-01-30 00:45:52
202,INJ-002,2024-01-02 16:00:00,175.6,147.3,2.5454,42.8,218.98,1732.44,2026-01-30 00:45:52
203,PRESS-001,2024-01-02 16:00:00,83.35,199.32,3.5735,121.83,375.98,529.85,2026-01-30 00:45:52
204,PRESS-002,2024-01-02 16:00:00,87.46,197.94,3.6506,113.15,384.42,534.74,2026-01-30 00:45:52
205,ASM-001,2024-01-02 16:00:00,24.44,6.2,1.3032,11.87,217.35,115.89,2026-01-30 00:45:52
206,INJ-001,2024-01-02 17:00:00,182.5,150.88,2.2287,45.93,219.82,1767.7,2026-01-30 00:45:52
207,INJ-002,2024-01-02 17:00:00,173.53,142.57,2.3401,45.3,214.92,1751.23,2026-01-30 00:45:52
208,PRESS-001,2024-01-02 17:00:00,85.86,202.08,3.5353,119.27,375.86,501.72,2026-01-30 00:45:52
209,PRESS-002,2024-01-02 17:00:00,85.86,189.24,3.8873,119.81,368.19,499.81,2026-01-30 00:45:52
210,ASM-001,2024-01-02 17:00:00,26.24,12.17,1.2042,13.54,219.09,127.5,2026-01-30 00:45:52
211,INJ-001,2024-01-02 18:00:00,180.81,147.6,2.4035,43.09,220.61,1832.49,2026-01-30 00:45:52
212,INJ-002,2024-01-02 18:00:00,174.5,144.12,1.9874,44.77,219.61,1746.39,2026-01-30 00:45:52
213,PRESS-001,2024-01-02 18:00:00,91.39,200.9,3.3496,119.15,385.74,502.27,2026-01-30 00:45:52
214,PRESS-002,2024-01-02 18:00:00,85.12,200.76,3.6664,121.75,385.4,511.05,2026-01-30 00:45:52
215,ASM-001,2024-01-02 18:00:00,27.56,6.2,1.3706,15.97,215.77,87.13,2026-01-30 00:45:52
216,INJ-001,2024-01-02 19:00:00,178.03,149.0,2.4193,43.09,222.12,1841.25,2026-01-30 00:45:52
217,INJ-002,2024-01-02 19:00:00,175.05,149.24,2.2841,43.9,214.69,1758.57,2026-01-30 00:45:52
218,PRESS-001,2024-01-02 19:00:00,84.63,202.96,3.7375,125.18,382.9,506.52,2026-01-30 00:45:52
219,PRESS-002,2024-01-02 19:00:00,88.39,196.94,3.8677,117.41,380.84,546.35,2026-01-30 00:45:52
220,ASM-001,2024-01-02 19:00:00,22.99,9.42,1.4634,14.76,209.39,87.84,2026-01-30 00:45:52
221,INJ-001,2024-01-02 20:00:00,179.32,149.15,2.2079,43.99,224.2,1810.93,2026-01-30 00:45:52
222,INJ-002,2024-01-02 20:00:00,178.63,143.98,2.4531,46.04,224.99,1741.37,2026-01-30 00:45:52
223,PRESS-001,2024-01-02 20:00:00,85.39,197.64,3.69,119.07,381.01,505.67,2026-01-30 00:45:52
224,PRESS-002,2024-01-02 20:00:00,90.26,194.32,3.8603,121.88,375.0,506.45,2026-01-30 00:45:52
225,ASM-001,2024-01-02 20:00:00,27.88,7.64,1.3245,15.82,218.79,113.45,2026-01-30 00:45:52
226,INJ-001,2024-01-02 21:00:00,181.02,151.06,2.0219,46.69,217.32,1798.19,2026-01-30 00:45:52
227,INJ-002,2024-01-02 21:00:00,175.49,145.84,2.4845,44.23,215.32,1771.72,2026-01-30 00:45:52
228,PRESS-001,2024-01-02 21:00:00,87.06,197.22,3.3234,119.96,378.48,516.0,2026-01-30 00:45:52
229,PRESS-002,2024-01-02 21:00:00,88.97,203.61,3.8766,117.66,380.35,543.24,2026-01-30 00:45:52
230,ASM-001,2024-01-02 21:00:00,24.17,7.59,1.5376,9.59,223.39,86.92,2026-01-30 00:45:52
231,INJ-001,2024-01-02 22:00:00,178.72,152.37,2.7381,47.63,228.2,1814.84,2026-01-30 00:45:52
232,INJ-002,2024-01-02 22:00:00,178.72,144.86,2.2504,44.1,220.22,1783.9,2026-01-30 00:45:52
