timestamp,equipment_id,status,downtime_reason,duration_min,loss_category,is_planned
2024-01-06 15:27:00,LINE-A-01,Stopped,Tool_Change,33,세팅/교체손실,False
2024-01-06 16:00:00,LINE-A-01,Running,,344,,False
2024-01-06 21:44:00,LINE-A-01,Stopped,Breakdown,56,고장손실,False
2024-01-06 22:40:00,LINE-A-01,Running,,311,,False
2024-01-07 03:51:00,LINE-A-01,Stopped,Quality_Issue,24,품질손실,False
2024-01-07 04:15:00,LINE-A-01,Running,,302,,False
2024-01-07 09:17:00,LINE-A-01,Stopped,Lunch_Break,89,계획정지,True
2024-01-07 10:46:00,LINE-A-01,Running,,214,,False
2024-01-07 14:20:00,LINE-A-01,Stopped,Material_Change,55,세팅/교체손실,False
2024-01-07 15:15:00,LINE-A-01,Running,,240,,False
2024-01-07 19:15:00,LINE-A-01,Stopped,Cleaning,27,계획정지,True
2024-01-07 19:42:00,LINE-A-01,Running,,154,,False
2024-01-07 22:16:00,LINE-A-01,Stopped,Quality_Issue,20,품질손실,False
2024-01-07 22:36:00,LINE-A-01,Running,,153,,False
2024-01-08 01:09:00,LINE-A-01,Stopped,Material_Change,61,세팅/교체손실,False
2024-01-08 02:10:00,LINE-A-01,Running,,339,,False
2024-01-08 07:49:00,LINE-A-01,Stopped,Material_Change,22,세팅/교체손실,False
2024-01-08 08:11:00,LINE-A-01,Running,,170,,False
2024-01-08 11:01:00,LINE-A-01,Stopped,Maintenance,58,계획정지,True
2024-01-08 11:59:00,LINE-A-01,Running,,287,,False
2024-01-08 16:46:00,LINE-A-01,Stopped,Cleaning,75,계획정지,True
2024-01-08 18:01:00,LINE-A-01,Running,,201,,False
2024-01-08 21:22:00,LINE-A-01,Stopped,Lunch_Break,25,계획정지,True
2024-01-08 21:47:00,LINE-A-01,Running,,289,,False
2024-01-09 02:36:00,LINE-A-01,Stopped,Lunch_Break,87,계획정지,True
2024-01-09 04:03:00,LINE-A-01,Running,,214,,False
2024-01-09 07:37:00,LINE-A-01,Stopped,Material_Change,82,세팅/교체손실,False
2024-01-09 08:59:00,LINE-A-01,Running,,214,,False
2024-01-09 12:33:00,LINE-A-01,Stopped,Maintenance,21,계획정지,True
2024-01-09 12:54:00,LINE-A-01,Running,,357,,False
2024-01-09 18:51:00,LINE-A-01,Stopped,Material_Change,32,세팅/교체손실,False
2024-01-09 19:23:00,LINE-A-01,Running,,150,,False
2024-01-09 21:53:00,LINE-A-01,Stopped,Maintenance,79,계획정지,True
2024-01-09 23:12:00,LINE-A-01,Running,,320,,False
2024-01-10 04:32:00,LINE-A-01,Stopped,Quality_Issue,42,품질손실,False
2024-01-10 05:14:00,LINE-A-01,Running,,141,,False
2024-01-10 07:35:00,LINE-A-01,Stopped,Setup,86,세팅/교체손실,False
2024-01-10 09:01:00,LINE-A-01,Running,,309,,False
2024-01-10 14:10:00,LINE-A-01,Stopped,Quality_Issue,56,품질손실,False
2024-01-10 15:06:00,LINE-A-01,Running,,128,,False
2024-01-10 17:14:00,LINE-A-01,Stopped,Cleaning,16,계획정지,True
2024-01-10 17:30:00,LINE-A-01,Running,,291,,False
2024-01-10 22:21:00,LINE-A-01,Stopped,Tool_Change,73,세팅/교체손실,False
2024-01-10 23:34:00,LINE-A-01,Running,,352,,False
2024-01-11 05:26:00,LINE-A-01,Stopped,Maintenance,58,계획정지,True
2024-01-11 06:24:00,LINE-A-01,Running,,145,,False
2024-01-11 08:49:00,LINE-A-01,Stopped,Material_Change,73,세팅/교체손실,False
2024-01-11 10:02:00,LINE-A-01,Running,,132,,False
2024-01-11 12:14:00,LINE-A-01,Stopped,Quality_Issue,83,품질손실,False
2024-01-11 13:37:00,LINE-A-01,Running,,130,,False
2024-01-11 15:47:00,LINE-A-01,Stopped,Setup,78,세팅/교체손실,False
2024-01-11 17:05:00,LINE-A-01,Running,,352,,False
2024-01-11 22:57:00,LINE-A-01,Stopped,Maintenance,35,계획정지,True
2024-01-11 23:32:00,LINE-A-01,Running,,132,,False
2024-01-12 01:44:00,LINE-A-01,Stopped,Cleaning,31,계획정지,True
2024-01-12 02:15:00,LINE-A-01,Running,,328,,False
2024-01-12 07:43:00,LINE-A-01,Stopped,Setup,83,세팅/교체손실,False
2024-01-12 09:06:00,LINE-A-01,Running,,132,,False
2024-01-12 11:18:00,LINE-A-01,Stopped,Tool_Change,40,세팅/교체손실,False
2024-01-12 11:58:00,LINE-A-01,Running,,270,,False
2024-01-12 16:28:00,LINE-A-01,Stopped,Quality_Issue,64,품질손실,False
2024-01-12 17:32:00,LINE-A-01,Running,,139,,False
2024-01-12 19:51:00,LINE-A-01,Stopped,Lunch_Break,51,계획정지,True
2024-01-12 20:42:00,LINE-A-01,Running,,268,,False
2024-01-13 01:10:00,LINE-A-01,Stopped,Cleaning,49,계획정지,True
2024-01-13 01:59:00,LINE-A-01,Running,,148,,False
2024-01-13 04:27:00,LINE-A-01,Stopped,Breakdown,88,고장손실,False
2024-01-13 05:55:00,LINE-A-01,Running,,341,,False
2024-01-13 11:36:00,LINE-A-01,Stopped,Quality_Issue,18,품질손실,False
2024-01-13 11:54:00,LINE-A-01,Running,,192,,False
2024-01-13 15:06:00,LINE-A-01,Stopped,Cleaning,43,계획정지,True
2024-01-13 15:49:00,LINE-A-01,Running,,266,,False
2024-01-13 20:15:00,LINE-A-01,Stopped,Maintenance,83,계획정지,True
2024-01-13 21:38:00,LINE-A-01,Running,,311,,False
2024-01-14 02:49:00,LINE-A-01,Stopped,Cleaning,72,계획정지,True
2024-01-14 04:01:00,LINE-A-01,Running,,284,,False
2024-01-14 08:45:00,LINE-A-01,Stopped,Lunch_Break,65,계획정지,True
2024-01-14 09:50:00,LINE-A-01,Running,,332,,False
2024-01-14 15:22:00,LINE-A-01,Stopped,Setup,34,세팅/교체손실,False
2024-01-14 15:56:00,LINE-A-01,Running,,218,,False
2024-01-14 19:34:00,LINE-A-01,Stopped,Maintenance,28,계획정지,True
2024-01-14 20:02:00,LINE-A-01,Running,,231,,False
2024-01-14 23:53:00,LINE-A-01,Stopped,Maintenance,30,계획정지,True
2024-01-15 00:23:00,LINE-A-01,Running,,201,,False
2024-01-15 03:44:00,LINE-A-01,Stopped,Quality_Issue,60,품질손실,False
2024-01-15 04:44:00,LINE-A-01,Running,,238,,False
2024-01-15 08:42:00,LINE-A-01,Stopped,Cleaning,77,계획정지,True
2024-01-15 09:59:00,LINE-A-01,Running,,340,,False
2024-01-15 15:39:00,LINE-A-01,Stopped,Breakdown,76,고장손실,False
2024-01-15 16:55:00,LINE-A-01,Running,,127,,False
2024-01-15 19:02:00,LINE-A-01,Stopped,Setup,74,세팅/교체손실,False
2024-01-15 20:16:00,LINE-A-01,Running,,224,,False
2024-01-16 00:00:00,LINE-A-01,Stopped,Lunch_Break,66,계획정지,True
2024-01-16 01:06:00,LINE-A-01,Running,,345,,False
2024-01-16 06:51:00,LINE-A-01,Stopped,Breakdown,48,고장손실,False
2024-01-16 07:39:00,LINE-A-01,Running,,158,,False
2024-01-16 10:17:00,LINE-A-01,Stopped,Lunch_Break,15,계획정지,True
2024-01-16 10:32:00,LINE-A-01,Running,,310,,False
2024-01-16 15:42:00,LINE-A-01,Stopped,Breakdown,22,고장손실,False
2024-01-16 16:04:00,LINE-A-01,Running,,188,,False
2024-01-16 19:12:00,LINE-A-01,Stopped,Material_Change,22,세팅/교체손실,False
2024-01-16 19:34:00,LINE-A-01,Running,,133,,False
2024-01-16 21:47:00,LINE-A-01,Stopped,Tool_Change,16,세팅/교체손실,False
2024-01-16 22:03:00,LINE-A-01,Running,,321,,False
2024-01-17 03:24:00,LINE-A-01,Stopped,Quality_Issue,68,품질손실,False
2024-01-17 04:32:00,LINE-A-01,Running,,178,,False
2024-01-17 07:30:00,LINE-A-01,Stopped,Material_Change,13,세팅/교체손실,False
2024-01-17 07:43:00,LINE-A-01,Running,,128,,False
2024-01-17 09:51:00,LINE-A-01,Stopped,Cleaning,81,계획정지,True
2024-01-17 11:12:00,LINE-A-01,Running,,141,,False
2024-01-17 13:33:00,LINE-A-01,Stopped,Cleaning,14,계획정지,True
2024-01-17 13:47:00,LINE-A-01,Running,,257,,False
2024-01-17 18:04:00,LINE-A-01,Stopped,Setup,72,세팅/교체손실,False
2024-01-17 19:16:00,LINE-A-01,Running,,183,,False
2024-01-17 22:19:00,LINE-A-01,Stopped,Lunch_Break,58,계획정지,True
2024-01-17 23:17:00,LINE-A-01,Running,,306,,False
2024-01-18 04:23:00,LINE-A-01,Stopped,Quality_Issue,17,품질손실,False
2024-01-18 04:40:00,LINE-A-01,Running,,212,,False
2024-01-18 08:12:00,LINE-A-01,Stopped,Setup,70,세팅/교체손실,False
2024-01-18 09:22:00,LINE-A-01,Running,,253,,False
2024-01-18 13:35:00,LINE-A-01,Stopped,Breakdown,49,고장손실,False
2024-01-18 14:24:00,LINE-A-01,Running,,160,,False
2024-01-18 17:04:00,LINE-A-01,Stopped,Lunch_Break,45,계획정지,True
2024-01-18 17:49:00,LINE-A-01,Running,,150,,False
2024-01-18 20:19:00,LINE-A-01,Stopped,Cleaning,67,계획정지,True
2024-01-18 21:26:00,LINE-A-01,Running,,232,,False
2024-01-19 01:18:00,LINE-A-01,Stopped,Quality_Issue,46,품질손실,False
2024-01-19 02:04:00,LINE-A-01,Running,,351,,False
2024-01-19 07:55:00,LINE-A-01,Stopped,Cleaning,47,계획정지,True
2024-01-19 08:42:00,LINE-A-01,Running,,344,,False
2024-01-19 14:26:00,LINE-A-01,Stopped,Tool_Change,23,세팅/교체손실,False
2024-01-19 14:49:00,LINE-A-01,Running,,255,,False
2024-01-19 19:04:00,LINE-A-01,Stopped,Cleaning,25,계획정지,True
2024-01-19 19:29:00,LINE-A-01,Running,,126,,False
2024-01-19 21:35:00,LINE-A-01,Stopped,Breakdown,54,고장손실,False
2024-01-19 22:29:00,LINE-A-01,Running,,315,,False
2024-01-20 03:44:00,LINE-A-01,Stopped,Maintenance,23,계획정지,True
2024-01-20 04:07:00,LINE-A-01,Running,,125,,False
2024-01-20 06:12:00,LINE-A-01,Stopped,Setup,49,세팅/교체손실,False
2024-01-20 07:01:00,LINE-A-01,Running,,222,,False
2024-01-20 10:43:00,LINE-A-01,Stopped,Tool_Change,63,세팅/교체손실,False
2024-01-20 11:46:00,LINE-A-01,Running,,176,,False
2024-01-20 14:42:00,LINE-A-01,Stopped,Lunch_Break,64,계획정지,True
2024-01-20 15:46:00,LINE-A-01,Running,,350,,False
2024-01-20 21:36:00,LINE-A-01,Stopped,Material_Change,60,세팅/교체손실,False
2024-01-20 22:36:00,LINE-A-01,Running,,339,,False
2024-01-21 04:15:00,LINE-A-01,Stopped,Cleaning,23,계획정지,True
2024-01-21 04:38:00,LINE-A-01,Running,,335,,False
2024-01-21 10:13:00,LINE-A-01,Stopped,Setup,70,세팅/교체손실,False
2024-01-21 11:23:00,LINE-A-01,Running,,195,,False
2024-01-21 14:38:00,LINE-A-01,Stopped,Breakdown,14,고장손실,False
2024-01-21 14:52:00,LINE-A-01,Running,,155,,False
2024-01-21 17:27:00,LINE-A-01,Stopped,Material_Change,54,세팅/교체손실,False
2024-01-21 18:21:00,LINE-A-01,Running,,306,,False
2024-01-21 23:27:00,LINE-A-01,Stopped,Quality_Issue,26,품질손실,False
2024-01-21 23:53:00,LINE-A-01,Running,,284,,False
2024-01-22 04:37:00,LINE-A-01,Stopped,Setup,41,세팅/교체손실,False
2024-01-22 05:18:00,LINE-A-01,Running,,283,,False
2024-01-22 10:01:00,LINE-A-01,Stopped,Tool_Change,30,세팅/교체손실,False
2024-01-22 10:31:00,LINE-A-01,Running,,200,,False
2024-01-22 13:51:00,LINE-A-01,Stopped,Maintenance,85,계획정지,True
2024-01-22 15:16:00,LINE-A-01,Running,,146,,False
2024-01-22 17:42:00,LINE-A-01,Stopped,Setup,84,세팅/교체손실,False
2024-01-22 19:06:00,LINE-A-01,Running,,262,,False
2024-01-22 23:28:00,LINE-A-01,Stopped,Quality_Issue,31,품질손실,False
2024-01-22 23:59:00,LINE-A-01,Running,,301,,False
2024-01-23 05:00:00,LINE-A-01,Stopped,Material_Change,37,세팅/교체손실,False
2024-01-23 05:37:00,LINE-A-01,Running,,193,,False
2024-01-23 08:50:00,LINE-A-01,Stopped,Material_Change,42,세팅/교체손실,False
2024-01-23 09:32:00,LINE-A-01,Running,,319,,False
2024-01-23 14:51:00,LINE-A-01,Stopped,Setup,52,세팅/교체손실,False
2024-01-23 15:43:00,LINE-A-01,Running,,291,,False
2024-01-23 20:34:00,LINE-A-01,Stopped,Material_Change,33,세팅/교체손실,False
2024-01-23 21:07:00,LINE-A-01,Running,,322,,False
2024-01-24 02:29:00,LINE-A-01,Stopped,Maintenance,42,계획정지,True
2024-01-24 03:11:00,LINE-A-01,Running,,174,,False
2024-01-24 06:05:00,LINE-A-01,Stopped,Material_Change,83,세팅/교체손실,False
2024-01-24 07:28:00,LINE-A-01,Running,,187,,False
2024-01-24 10:35:00,LINE-A-01,Stopped,Lunch_Break,58,계획정지,True
2024-01-24 11:33:00,LINE-A-01,Running,,140,,False
2024-01-24 13:53:00,LINE-A-01,Stopped,Material_Change,43,세팅/교체손실,False
2024-01-24 14:36:00,LINE-A-01,Running,,222,,False
2024-01-24 18:18:00,LINE-A-01,Stopped,Lunch_Break,71,계획정지,True
2024-01-24 19:29:00,LINE-A-01,Running,,166,,False
2024-01-24 22:15:00,LINE-A-01,Stopped,Setup,59,세팅/교체손실,False
2024-01-24 23:14:00,LINE-A-01,Running,,336,,False
2024-01-25 04:50:00,LINE-A-01,Stopped,Setup,49,세팅/교체손실,False
2024-01-25 05:39:00,LINE-A-01,Running,,343,,False
2024-01-25 11:22:00,LINE-A-01,Stopped,Setup,44,세팅/교체손실,False
2024-01-25 12:06:00,LINE-A-01,Running,,169,,False
2024-01-25 14:55:00,LINE-A-01,Stopped,Maintenance,39,계획정지,True
2024-01-25 15:34:00,LINE-A-01,Running,,272,,False
2024-01-25 20:06:00,LINE-A-01,Stopped,Tool_Change,36,세팅/교체손실,False
2024-01-25 20:42:00,LINE-A-01,Running,,183,,False
2024-01-25 23:45:00,LINE-A-01,Stopped,Maintenance,57,계획정지,True
2024-01-26 00:42:00,LINE-A-01,Running,,165,,False
2024-01-26 03:27:00,LINE-A-01,Stopped,Quality_Issue,27,품질손실,False
2024-01-26 03:54:00,LINE-A-01,Running,,155,,False
2024-01-26 06:29:00,LINE-A-01,Stopped,Breakdown,52,고장손실,False
2024-01-26 07:21:00,LINE-A-01,Running,,219,,False
2024-01-26 11:00:00,LINE-A-01,Stopped,Cleaning,87,계획정지,True
2024-01-26 12:27:00,LINE-A-01,Running,,315,,False
2024-01-26 17:42:00,LINE-A-01,Stopped,Tool_Change,32,세팅/교체손실,False
2024-01-26 18:14:00,LINE-A-01,Running,,339,,False
2024-01-26 23:53:00,LINE-A-01,Stopped,Quality_Issue,71,품질손실,False
2024-01-27 01:04:00,LINE-A-01,Running,,213,,False
2024-01-27 04:37:00,LINE-A-01,Stopped,Lunch_Break,47,계획정지,True
2024-01-27 05:24:00,LINE-A-01,Running,,199,,False
2024-01-27 08:43:00,LINE-A-01,Stopped,Quality_Issue,73,품질손실,False
2024-01-27 09:56:00,LINE-A-01,Running,,331,,False
2024-01-27 15:27:00,LINE-A-01,Stopped,Breakdown,63,고장손실,False
2024-01-27 16:30:00,LINE-A-01,Running,,193,,False
2024-01-27 19:43:00,LINE-A-01,Stopped,Breakdown,81,고장손실,False
2024-01-27 21:04:00,LINE-A-01,Running,,250,,False
2024-01-28 01:14:00,LINE-A-01,Stopped,Tool_Change,86,세팅/교체손실,False
2024-01-28 02:40:00,LINE-A-01,Running,,280,,False
2024-01-28 07:20:00,LINE-A-01,Stopped,Quality_Issue,42,품질손실,False
2024-01-28 08:02:00,LINE-A-01,Running,,254,,False
2024-01-28 12:16:00,LINE-A-01,Stopped,Material_Change,42,세팅/교체손실,False
2024-01-28 12:58:00,LINE-A-01,Running,,149,,False
2024-01-28 15:27:00,LINE-A-01,Stopped,Tool_Change,53,세팅/교체손실,False
2024-01-28 16:20:00,LINE-A-01,Running,,278,,False
2024-01-28 20:58:00,LINE-A-01,Stopped,Maintenance,51,계획정지,True
2024-01-28 21:49:00,LINE-A-01,Running,,270,,False
2024-01-29 02:19:00,LINE-A-01,Stopped,Breakdown,20,고장손실,False
2024-01-29 02:39:00,LINE-A-01,Running,,275,,False
2024-01-29 07:14:00,LINE-A-01,Stopped,Quality_Issue,54,품질손실,False
2024-01-29 08:08:00,LINE-A-01,Running,,299,,False
2024-01-29 13:07:00,LINE-A-01,Stopped,Breakdown,64,고장손실,False
2024-01-29 14:11:00,LINE-A-01,Running,,343,,False
2024-01-29 19:54:00,LINE-A-01,Stopped,Breakdown,73,고장손실,False
2024-01-29 21:07:00,LINE-A-01,Running,,313,,False
2024-01-30 02:20:00,LINE-A-01,Stopped,Tool_Change,61,세팅/교체손실,False
2024-01-30 03:21:00,LINE-A-01,Running,,334,,False
2024-01-30 08:55:00,LINE-A-01,Stopped,Tool_Change,83,세팅/교체손실,False
2024-01-30 10:18:00,LINE-A-01,Running,,176,,False
2024-01-30 13:14:00,LINE-A-01,Stopped,Setup,29,세팅/교체손실,False
2024-01-30 13:43:00,LINE-A-01,Running,,321,,False
2024-01-30 19:04:00,LINE-A-01,Stopped,Setup,48,세팅/교체손실,False
2024-01-30 19:52:00,LINE-A-01,Running,,314,,False
2024-01-31 01:06:00,LINE-A-01,Stopped,Cleaning,14,계획정지,True
2024-01-31 01:20:00,LINE-A-01,Running,,310,,False
2024-01-31 06:30:00,LINE-A-01,Stopped,Setup,79,세팅/교체손실,False
2024-01-31 07:49:00,LINE-A-01,Running,,137,,False
2024-01-31 10:06:00,LINE-A-01,Stopped,Material_Change,88,세팅/교체손실,False
2024-01-31 11:34:00,LINE-A-01,Running,,191,,False
2024-01-31 14:45:00,LINE-A-01,Stopped,Tool_Change,54,세팅/교체손실,False
2024-01-31 15:39:00,LINE-A-01,Running,,256,,False
2024-01-31 19:55:00,LINE-A-01,Stopped,Tool_Change,77,세팅/교체손실,False
2024-01-31 21:12:00,LINE-A-01,Running,,201,,False
2024-01-01 00:00:00,LINE-A-02,Running,,166,,False
2024-01-01 02:46:00,LINE-A-02,Stopped,Quality_Issue,45,품질손실,False
2024-01-01 03:31:00,LINE-A-02,Running,,154,,False
2024-01-01 06:05:00,LINE-A-02,Stopped,Material_Change,43,세팅/교체손실,False
2024-01-01 06:48:00,LINE-A-02,Running,,316,,False
2024-01-01 12:04:00,LINE-A-02,Stopped,Quality_Issue,70,품질손실,False
2024-01-01 13:14:00,LINE-A-02,Running,,340,,False
2024-01-01 18:54:00,LINE-A-02,Stopped,Cleaning,15,계획정지,True
2024-01-01 19:09:00,LINE-A-02,Running,,179,,False
2024-01-01 22:08:00,LINE-A-02,Stopped,Tool_Change,35,세팅/교체손실,False
2024-01-01 22:43:00,LINE-A-02,Running,,233,,False
2024-01-02 02:36:00,LINE-A-02,Stopped,Maintenance,40,계획정지,True
2024-01-02 03:16:00,LINE-A-02,Running,,240,,False
2024-01-02 07:16:00,LINE-A-02,Stopped,Cleaning,36,계획정지,True
2024-01-02 07:52:00,LINE-A-02,Running,,251,,False
2024-01-02 12:03:00,LINE-A-02,Stopped,Material_Change,21,세팅/교체손실,False
2024-01-02 12:24:00,LINE-A-02,Running,,264,,False
2024-01-02 16:48:00,LINE-A-02,Stopped,Material_Change,17,세팅/교체손실,False
2024-01-02 17:05:00,LINE-A-02,Running,,237,,False
2024-01-02 21:02:00,LINE-A-02,Stopped,Quality_Issue,70,품질손실,False
2024-01-02 22:12:00,LINE-A-02,Running,,299,,False
2024-01-03 03:11:00,LINE-A-02,Stopped,Setup,10,세팅/교체손실,False
2024-01-03 03:21:00,LINE-A-02,Running,,142,,False
2024-01-03 05:43:00,LINE-A-02,Stopped,Tool_Change,65,세팅/교체손실,False
2024-01-03 06:48:00,LINE-A-02,Running,,151,,False
2024-01-03 09:19:00,LINE-A-02,Stopped,Breakdown,43,고장손실,False
2024-01-03 10:02:00,LINE-A-02,Running,,236,,False
2024-01-03 13:58:00,LINE-A-02,Stopped,Material_Change,11,세팅/교체손실,False
2024-01-03 14:09:00,LINE-A-02,Running,,153,,False
2024-01-03 16:42:00,LINE-A-02,Stopped,Maintenance,77,계획정지,True
2024-01-03 17:59:00,LINE-A-02,Running,,314,,False
2024-01-03 23:13:00,LINE-A-02,Stopped,Breakdown,22,고장손실,False
2024-01-03 23:35:00,LINE-A-02,Running,,205,,False
2024-01-04 03:00:00,LINE-A-02,Stopped,Cleaning,17,계획정지,True
2024-01-04 03:17:00,LINE-A-02,Running,,305,,False
2024-01-04 08:22:00,LINE-A-02,Stopped,Maintenance,13,계획정지,True
2024-01-04 08:35:00,LINE-A-02,Running,,270,,False
2024-01-04 13:05:00,LINE-A-02,Stopped,Setup,81,세팅/교체손실,False
2024-01-04 14:26:00,LINE-A-02,Running,,288,,False
2024-01-04 19:14:00,LINE-A-02,Stopped,Quality_Issue,58,품질손실,False
2024-01-04 20:12:00,LINE-A-02,Running,,221,,False
2024-01-04 23:53:00,LINE-A-02,Stopped,Setup,30,세팅/교체손실,False
2024-01-05 00:23:00,LINE-A-02,Running,,305,,False
2024-01-05 05:28:00,LINE-A-02,Stopped,Lunch_Break,75,계획정지,True
2024-01-05 06:43:00,LINE-A-02,Running,,193,,False
2024-01-05 09:56:00,LINE-A-02,Stopped,Breakdown,88,고장손실,False
2024-01-05 11:24:00,LINE-A-02,Running,,304,,False
2024-01-05 16:28:00,LINE-A-02,Stopped,Cleaning,69,계획정지,True
2024-01-05 17:37:00,LINE-A-02,Running,,315,,False
2024-01-05 22:52:00,LINE-A-02,Stopped,Cleaning,24,계획정지,True
2024-01-05 23:16:00,LINE-A-02,Running,,206,,False
2024-01-06 02:42:00,LINE-A-02,Stopped,Setup,89,세팅/교체손실,False
2024-01-06 04:11:00,LINE-A-02,Running,,337,,False
2024-01-06 09:48:00,LINE-A-02,Stopped,Breakdown,88,고장손실,False
2024-01-06 11:16:00,LINE-A-02,Running,,153,,False
2024-01-06 13:49:00,LINE-A-02,Stopped,Material_Change,65,세팅/교체손실,False
2024-01-06 14:54:00,LINE-A-02,Running,,165,,False
2024-01-06 17:39:00,LINE-A-02,Stopped,Cleaning,89,계획정지,True
2024-01-06 19:08:00,LINE-A-02,Running,,153,,False
2024-01-06 21:41:00,LINE-A-02,Stopped,Lunch_Break,49,계획정지,True
2024-01-06 22:30:00,LINE-A-02,Running,,341,,False
2024-01-07 04:11:00,LINE-A-02,Stopped,Cleaning,58,계획정지,True
2024-01-07 05:09:00,LINE-A-02,Running,,316,,False
2024-01-07 10:25:00,LINE-A-02,Stopped,Setup,46,세팅/교체손실,False
2024-01-07 11:11:00,LINE-A-02,Running,,355,,False
2024-01-07 17:06:00,LINE-A-02,Stopped,Lunch_Break,80,계획정지,True
2024-01-07 18:26:00,LINE-A-02,Running,,172,,False
2024-01-07 21:18:00,LINE-A-02,Stopped,Lunch_Break,69,계획정지,True
2024-01-07 22:27:00,LINE-A-02,Running,,329,,False
2024-01-08 03:56:00,LINE-A-02,Stopped,Quality_Issue,42,품질손실,False
2024-01-08 04:38:00,LINE-A-02,Running,,272,,False
2024-01-08 09:10:00,LINE-A-02,Stopped,Cleaning,55,계획정지,True
2024-01-08 10:05:00,LINE-A-02,Running,,272,,False
2024-01-08 14:37:00,LINE-A-02,Stopped,Tool_Change,18,세팅/교체손실,False
2024-01-08 14:55:00,LINE-A-02,Running,,233,,False
2024-01-08 18:48:00,LINE-A-02,Stopped,Maintenance,53,계획정지,True
