timestamp,equipment_id,power_kwh,voltage,current,power_factor
2024-01-01 19:45:00,LINE-A-01,13.2,211.0,68.0,0.936
2024-01-01 20:00:00,LINE-A-01,10.68,219.2,52.94,0.911
2024-01-01 20:15:00,LINE-A-01,14.72,222.1,72.05,0.905
2024-01-01 20:30:00,LINE-A-01,11.85,216.7,59.42,0.896
2024-01-01 20:45:00,LINE-A-01,12.17,226.2,58.51,0.937
2024-01-01 21:00:00,LINE-A-01,15.48,216.1,77.87,0.938
2024-01-01 21:15:00,LINE-A-01,17.23,220.9,84.78,0.929
2024-01-01 21:30:00,LINE-A-01,13.89,214.9,70.28,0.917
2024-01-01 21:45:00,LINE-A-01,13.66,210.4,70.55,0.943
2024-01-01 22:00:00,LINE-A-01,5.51,228.0,26.27,0.947
2024-01-01 22:15:00,LINE-A-01,5.42,212.8,27.67,0.914
2024-01-01 22:30:00,LINE-A-01,5.17,213.0,26.36,0.919
2024-01-01 22:45:00,LINE-A-01,7.01,227.0,33.59,0.944
2024-01-01 23:00:00,LINE-A-01,5.63,211.6,28.91,0.962
2024-01-01 23:15:00,LINE-A-01,4.83,219.3,23.95,0.912
2024-01-01 23:30:00,LINE-A-01,4.56,224.5,22.06,0.906
2024-01-01 23:45:00,LINE-A-01,9.28,220.8,45.68,0.912
2024-01-02 00:00:00,LINE-A-01,5.11,225.6,24.64,0.917
2024-01-02 00:15:00,LINE-A-01,6.8,221.7,33.33,0.904
2024-01-02 00:30:00,LINE-A-01,2.49,223.0,12.13,0.912
2024-01-02 00:45:00,LINE-A-01,5.74,207.6,30.05,0.88
2024-01-02 01:00:00,LINE-A-01,6.15,220.3,30.34,0.92
2024-01-02 01:15:00,LINE-A-01,6.5,219.2,32.24,0.959
2024-01-02 01:30:00,LINE-A-01,3.98,210.6,20.53,0.93
2024-01-02 01:45:00,LINE-A-01,6.66,221.0,32.75,0.907
2024-01-02 02:00:00,LINE-A-01,5.03,222.6,24.54,0.928
2024-01-02 02:15:00,LINE-A-01,7.93,220.9,39.04,0.935
2024-01-02 02:30:00,LINE-A-01,5.61,214.9,28.36,0.898
2024-01-02 02:45:00,LINE-A-01,2.78,222.1,13.58,0.924
2024-01-02 03:00:00,LINE-A-01,7.79,223.3,37.89,0.927
2024-01-02 03:15:00,LINE-A-01,7.08,217.6,35.37,0.913
2024-01-02 03:30:00,LINE-A-01,5.99,220.0,29.59,0.904
2024-01-02 03:45:00,LINE-A-01,8.32,224.2,40.35,0.922
2024-01-02 04:00:00,LINE-A-01,5.37,223.4,26.14,0.905
2024-01-02 04:15:00,LINE-A-01,8.8,217.3,44.04,0.902
2024-01-02 04:30:00,LINE-A-01,6.7,217.2,33.55,0.923
2024-01-02 04:45:00,LINE-A-01,7.37,223.3,35.87,0.93
2024-01-02 05:00:00,LINE-A-01,7.89,221.5,38.7,0.938
2024-01-02 05:15:00,LINE-A-01,5.64,225.8,27.14,0.924
2024-01-02 05:30:00,LINE-A-01,3.5,224.6,16.96,0.939
2024-01-02 05:45:00,LINE-A-01,7.08,218.0,35.31,0.931
2024-01-02 06:00:00,LINE-A-01,4.07,229.8,19.23,0.898
2024-01-02 06:15:00,LINE-A-01,6.78,216.0,34.11,0.923
2024-01-02 06:30:00,LINE-A-01,8.2,222.7,40.05,0.906
2024-01-02 06:45:00,LINE-A-01,5.11,208.1,26.69,0.925
2024-01-02 07:00:00,LINE-A-01,5.68,215.5,28.65,0.946
2024-01-02 07:15:00,LINE-A-01,7.33,220.9,36.06,0.93
2024-01-02 07:30:00,LINE-A-01,6.99,204.6,37.15,0.889
2024-01-02 07:45:00,LINE-A-01,2.17,220.9,10.68,0.933
2024-01-02 08:00:00,LINE-A-01,15.46,225.3,74.58,0.888
2024-01-02 08:15:00,LINE-A-01,19.42,215.6,97.91,0.973
2024-01-02 08:30:00,LINE-A-01,16.05,233.4,74.75,0.943
2024-01-02 08:45:00,LINE-A-01,18.98,225.6,91.45,0.925
2024-01-02 09:00:00,LINE-A-01,19.63,216.1,98.75,0.918
2024-01-02 09:15:00,LINE-A-01,20.89,223.2,101.71,0.936
2024-01-02 09:30:00,LINE-A-01,18.22,222.7,88.94,0.938
2024-01-02 09:45:00,LINE-A-01,17.27,219.2,85.62,0.913
2024-01-02 10:00:00,LINE-A-01,19.11,215.1,96.53,0.912
2024-01-02 10:15:00,LINE-A-01,16.19,222.6,79.05,0.911
2024-01-02 10:30:00,LINE-A-01,21.0,226.4,100.81,0.964
2024-01-02 10:45:00,LINE-A-01,19.49,223.5,94.81,0.914
2024-01-02 11:00:00,LINE-A-01,18.14,214.6,91.87,0.934
2024-01-02 11:15:00,LINE-A-01,16.08,219.5,79.64,0.902
2024-01-02 11:30:00,LINE-A-01,20.15,215.3,101.72,0.923
2024-01-02 11:45:00,LINE-A-01,16.62,221.3,81.62,0.921
2024-01-02 12:00:00,LINE-A-01,6.46,225.9,31.09,0.917
2024-01-02 12:15:00,LINE-A-01,2.59,219.8,12.83,0.934
2024-01-02 12:30:00,LINE-A-01,3.83,215.7,19.28,0.919
2024-01-02 12:45:00,LINE-A-01,5.2,226.0,24.99,0.924
2024-01-02 13:00:00,LINE-A-01,16.6,223.6,80.69,0.971
2024-01-02 13:15:00,LINE-A-01,17.52,219.1,86.91,0.902
2024-01-02 13:30:00,LINE-A-01,17.81,219.9,88.03,0.93
2024-01-02 13:45:00,LINE-A-01,19.54,219.3,96.85,0.898
2024-01-02 14:00:00,LINE-A-01,16.47,218.2,82.05,0.902
2024-01-02 14:15:00,LINE-A-01,15.8,221.0,77.7,0.908
2024-01-02 14:30:00,LINE-A-01,14.64,220.4,72.19,0.906
2024-01-02 14:45:00,LINE-A-01,15.42,215.1,77.95,0.923
2024-01-02 15:00:00,LINE-A-01,18.32,227.8,87.4,0.904
2024-01-02 15:15:00,LINE-A-01,16.09,211.5,82.73,0.915
2024-01-02 15:30:00,LINE-A-01,15.92,218.9,79.05,0.909
2024-01-02 15:45:00,LINE-A-01,17.61,220.7,86.71,0.937
2024-01-02 16:00:00,LINE-A-01,18.31,219.6,90.63,0.93
2024-01-02 16:15:00,LINE-A-01,15.88,216.2,79.86,0.903
2024-01-02 16:30:00,LINE-A-01,15.91,218.4,79.19,0.911
2024-01-02 16:45:00,LINE-A-01,13.14,224.5,63.65,0.934
2024-01-02 17:00:00,LINE-A-01,16.65,213.1,84.94,0.945
2024-01-02 17:15:00,LINE-A-01,15.55,225.6,74.92,0.905
2024-01-02 17:30:00,LINE-A-01,20.53,213.1,104.75,0.916
2024-01-02 17:45:00,LINE-A-01,17.81,209.0,92.61,0.898
2024-01-02 18:00:00,LINE-A-01,13.79,217.4,68.96,0.933
2024-01-02 18:15:00,LINE-A-01,13.61,224.8,65.82,0.917
2024-01-02 18:30:00,LINE-A-01,11.39,214.0,57.84,0.941
2024-01-02 18:45:00,LINE-A-01,13.14,219.0,65.23,0.899
2024-01-02 19:00:00,LINE-A-01,14.05,215.7,70.8,0.91
2024-01-02 19:15:00,LINE-A-01,11.82,218.2,58.89,0.922
2024-01-02 19:30:00,LINE-A-01,14.16,208.8,73.71,0.914
2024-01-02 19:45:00,LINE-A-01,15.56,214.9,78.74,0.884
2024-01-02 20:00:00,LINE-A-01,14.1,225.5,67.99,0.931
2024-01-02 20:15:00,LINE-A-01,16.66,222.9,81.23,0.932
2024-01-02 20:30:00,LINE-A-01,12.84,225.7,61.82,0.919
2024-01-02 20:45:00,LINE-A-01,12.67,210.0,65.58,0.938
2024-01-02 21:00:00,LINE-A-01,14.27,219.8,70.57,0.918
2024-01-02 21:15:00,LINE-A-01,12.74,218.7,63.33,0.937
2024-01-02 21:30:00,LINE-A-01,14.24,230.8,67.05,0.883
2024-01-02 21:45:00,LINE-A-01,14.86,216.4,74.61,0.926
2024-01-02 22:00:00,LINE-A-01,6.35,225.8,30.55,0.943
2024-01-02 22:15:00,LINE-A-01,7.24,225.2,34.93,0.895
2024-01-02 22:30:00,LINE-A-01,5.64,227.7,26.91,0.916
2024-01-02 22:45:00,LINE-A-01,5.7,223.3,27.75,0.897
2024-01-02 23:00:00,LINE-A-01,5.76,228.0,27.44,0.961
2024-01-02 23:15:00,LINE-A-01,9.0,221.7,44.13,0.972
2024-01-02 23:30:00,LINE-A-01,5.32,224.1,25.83,0.89
2024-01-02 23:45:00,LINE-A-01,6.7,221.9,32.84,0.884
2024-01-03 00:00:00,LINE-A-01,8.13,225.6,39.16,0.916
2024-01-03 00:15:00,LINE-A-01,4.95,225.6,23.83,0.937
2024-01-03 00:30:00,LINE-A-01,4.16,214.3,21.12,0.919
2024-01-03 00:45:00,LINE-A-01,5.93,217.0,29.72,0.948
2024-01-03 01:00:00,LINE-A-01,3.96,215.5,19.99,0.898
2024-01-03 01:15:00,LINE-A-01,4.23,225.7,20.35,0.922
2024-01-03 01:30:00,LINE-A-01,4.54,229.5,21.49,0.944
2024-01-03 01:45:00,LINE-A-01,7.84,213.3,39.94,0.917
2024-01-03 02:00:00,LINE-A-01,7.72,218.9,38.36,0.894
2024-01-03 02:15:00,LINE-A-01,7.32,226.8,35.06,0.963
2024-01-03 02:30:00,LINE-A-01,6.05,220.6,29.81,0.928
2024-01-03 02:45:00,LINE-A-01,6.29,216.0,31.63,0.914
2024-01-03 03:00:00,LINE-A-01,5.57,220.7,27.43,0.915
2024-01-03 03:15:00,LINE-A-01,5.05,216.8,25.3,0.908
2024-01-03 03:30:00,LINE-A-01,8.5,213.0,43.37,0.905
2024-01-03 03:45:00,LINE-A-01,6.58,220.5,32.42,0.916
2024-01-03 04:00:00,LINE-A-01,4.31,222.5,21.04,0.907
2024-01-03 04:15:00,LINE-A-01,5.76,212.1,29.52,0.951
2024-01-03 04:30:00,LINE-A-01,7.54,219.1,37.42,0.932
2024-01-03 04:45:00,LINE-A-01,8.96,212.7,45.81,0.918
2024-01-03 05:00:00,LINE-A-01,2.81,217.5,14.06,0.931
2024-01-03 05:15:00,LINE-A-01,6.47,231.2,30.41,0.933
2024-01-03 05:30:00,LINE-A-01,4.29,222.7,20.93,0.927
2024-01-03 05:45:00,LINE-A-01,4.36,216.3,21.93,0.959
2024-01-03 06:00:00,LINE-A-01,4.51,226.2,21.69,0.914
2024-01-03 06:15:00,LINE-A-01,6.07,227.2,29.04,0.936
2024-01-03 06:30:00,LINE-A-01,7.26,222.8,35.43,0.899
2024-01-03 06:45:00,LINE-A-01,6.42,224.3,31.12,0.97
2024-01-03 07:00:00,LINE-A-01,5.16,214.7,26.14,0.896
2024-01-03 07:15:00,LINE-A-01,4.57,221.3,22.46,0.936
2024-01-03 07:30:00,LINE-A-01,6.01,226.7,28.81,0.92
2024-01-03 07:45:00,LINE-A-01,3.73,223.5,18.12,0.908
2024-01-03 08:00:00,LINE-A-01,17.17,227.3,82.13,0.91
2024-01-03 08:15:00,LINE-A-01,20.06,225.6,96.68,0.912
2024-01-03 08:30:00,LINE-A-01,19.48,212.7,99.53,0.916
2024-01-03 08:45:00,LINE-A-01,17.33,223.5,84.26,0.959
2024-01-03 09:00:00,LINE-A-01,19.23,223.1,93.66,0.913
2024-01-03 09:15:00,LINE-A-01,14.88,222.7,72.64,0.932
2024-01-03 09:30:00,LINE-A-01,19.28,217.0,96.61,0.898
2024-01-03 09:45:00,LINE-A-01,19.77,213.5,100.64,0.913
2024-01-03 10:00:00,LINE-A-01,16.84,218.7,83.7,0.921
2024-01-03 10:15:00,LINE-A-01,19.47,218.0,97.1,0.949
2024-01-03 10:30:00,LINE-A-01,21.49,212.5,109.91,0.924
2024-01-03 10:45:00,LINE-A-01,16.13,220.9,79.37,0.931
2024-01-03 11:00:00,LINE-A-01,18.26,216.2,91.78,0.927
2024-01-03 11:15:00,LINE-A-01,19.26,217.2,96.41,0.925
2024-01-03 11:30:00,LINE-A-01,15.6,226.1,75.01,0.926
2024-01-03 11:45:00,LINE-A-01,18.03,208.3,94.05,0.92
2024-01-03 12:00:00,LINE-A-01,6.07,216.4,30.48,0.911
2024-01-03 12:15:00,LINE-A-01,3.32,216.9,16.63,0.882
2024-01-03 12:30:00,LINE-A-01,7.0,222.5,34.2,0.949
2024-01-03 12:45:00,LINE-A-01,6.38,217.8,31.83,0.907
2024-01-03 13:00:00,LINE-A-01,17.51,220.1,86.46,0.906
2024-01-03 13:15:00,LINE-A-01,16.85,217.1,84.35,0.921
2024-01-03 13:30:00,LINE-A-01,17.47,227.5,83.48,0.934
2024-01-03 13:45:00,LINE-A-01,19.45,225.6,93.73,0.922
2024-01-03 14:00:00,LINE-A-01,17.35,219.1,86.08,0.941
2024-01-03 14:15:00,LINE-A-01,17.95,217.6,89.67,0.902
2024-01-03 14:30:00,LINE-A-01,15.81,224.7,76.47,0.891
2024-01-03 14:45:00,LINE-A-01,16.81,209.6,87.15,0.944
2024-01-03 15:00:00,LINE-A-01,15.84,226.2,76.11,0.91
2024-01-03 15:15:00,LINE-A-01,18.76,229.5,88.84,0.936
2024-01-03 15:30:00,LINE-A-01,15.94,225.2,76.92,0.902
2024-01-03 15:45:00,LINE-A-01,15.17,227.3,72.55,0.938
2024-01-03 16:00:00,LINE-A-01,16.36,218.0,81.59,0.885
2024-01-03 16:15:00,LINE-A-01,17.21,212.0,88.25,0.911
2024-01-03 16:30:00,LINE-A-01,16.63,221.5,81.61,0.894
2024-01-03 16:45:00,LINE-A-01,15.94,221.2,78.32,0.937
2024-01-03 17:00:00,LINE-A-01,17.0,225.0,82.13,0.914
2024-01-03 17:15:00,LINE-A-01,18.3,218.2,91.15,0.891
2024-01-03 17:30:00,LINE-A-01,15.31,216.9,76.73,0.9
2024-01-03 17:45:00,LINE-A-01,17.86,218.1,88.98,0.861
2024-01-03 18:00:00,LINE-A-01,13.84,218.3,68.91,0.95
2024-01-03 18:15:00,LINE-A-01,13.82,220.0,68.3,0.899
2024-01-03 18:30:00,LINE-A-01,12.91,226.0,62.09,0.9
2024-01-03 18:45:00,LINE-A-01,12.65,215.6,63.81,0.932
2024-01-03 19:00:00,LINE-A-01,14.01,219.1,69.48,0.911
2024-01-03 19:15:00,LINE-A-01,13.92,209.5,72.23,0.923
2024-01-03 19:30:00,LINE-A-01,10.77,219.9,53.25,0.916
2024-01-03 19:45:00,LINE-A-01,16.93,218.7,84.12,0.897
2024-01-03 20:00:00,LINE-A-01,11.25,223.1,54.78,0.949
2024-01-03 20:15:00,LINE-A-01,13.57,221.9,66.48,0.917
2024-01-03 20:30:00,LINE-A-01,14.94,217.7,74.63,0.901
2024-01-03 20:45:00,LINE-A-01,16.26,217.0,81.45,0.918
2024-01-03 21:00:00,LINE-A-01,14.56,220.9,71.66,0.941
2024-01-03 21:15:00,LINE-A-01,14.06,212.5,71.91,0.933
2024-01-03 21:30:00,LINE-A-01,12.8,225.9,61.57,0.927
2024-01-03 21:45:00,LINE-A-01,15.45,215.3,77.98,0.893
2024-01-03 22:00:00,LINE-A-01,6.96,225.5,33.57,0.931
2024-01-03 22:15:00,LINE-A-01,8.2,221.2,40.27,0.905
2024-01-03 22:30:00,LINE-A-01,7.13,218.7,35.42,0.896
2024-01-03 22:45:00,LINE-A-01,4.79,207.2,25.12,0.917
2024-01-03 23:00:00,LINE-A-01,3.1,212.7,15.86,0.884
2024-01-03 23:15:00,LINE-A-01,6.42,211.6,32.98,0.917
2024-01-03 23:30:00,LINE-A-01,5.73,225.9,27.56,0.944
2024-01-03 23:45:00,LINE-A-01,5.99,219.9,29.63,0.923
2024-01-04 00:00:00,LINE-A-01,5.18,221.4,25.43,0.863
2024-01-04 00:15:00,LINE-A-01,3.25,215.2,16.42,0.917
2024-01-04 00:30:00,LINE-A-01,6.82,211.8,34.99,0.911
2024-01-04 00:45:00,LINE-A-01,9.52,228.7,45.25,0.908
2024-01-04 01:00:00,LINE-A-01,5.75,217.6,28.72,0.932
2024-01-04 01:15:00,LINE-A-01,7.05,219.0,34.97,0.913
2024-01-04 01:30:00,LINE-A-01,8.03,217.7,40.11,0.889
2024-01-04 01:45:00,LINE-A-01,6.41,223.7,31.14,0.915
2024-01-04 02:00:00,LINE-A-01,6.88,220.2,33.95,0.881
2024-01-04 02:15:00,LINE-A-01,5.5,221.4,27.02,0.929
2024-01-04 02:30:00,LINE-A-01,3.87,211.2,19.91,0.893
2024-01-04 02:45:00,LINE-A-01,5.81,222.0,28.46,0.92
2024-01-04 03:00:00,LINE-A-01,5.67,207.8,29.67,0.952
2024-01-04 03:15:00,LINE-A-01,3.83,220.7,18.87,0.946
2024-01-04 03:30:00,LINE-A-01,5.38,209.1,27.97,0.909
2024-01-04 03:45:00,LINE-A-01,9.41,224.0,45.65,0.896
2024-01-04 04:00:00,LINE-A-01,4.54,233.9,21.12,0.908
2024-01-04 04:15:00,LINE-A-01,5.4,225.0,26.09,0.921
2024-01-04 04:30:00,LINE-A-01,4.83,223.3,23.53,0.918
2024-01-04 04:45:00,LINE-A-01,7.24,224.6,35.05,0.884
2024-01-04 05:00:00,LINE-A-01,5.74,218.5,28.54,0.942
2024-01-04 05:15:00,LINE-A-01,6.73,221.2,33.07,0.944
2024-01-04 05:30:00,LINE-A-01,4.66,223.6,22.64,0.929
2024-01-04 05:45:00,LINE-A-01,6.66,217.8,33.25,0.938
2024-01-04 06:00:00,LINE-A-01,3.91,219.3,19.39,0.891
2024-01-04 06:15:00,LINE-A-01,5.86,206.9,30.76,0.899
2024-01-04 06:30:00,LINE-A-01,6.68,217.6,33.37,0.917
2024-01-04 06:45:00,LINE-A-01,8.27,219.9,40.86,0.946
2024-01-04 07:00:00,LINE-A-01,5.51,227.2,26.37,0.928
2024-01-04 07:15:00,LINE-A-01,6.21,217.8,30.97,0.91
2024-01-04 07:30:00,LINE-A-01,7.64,223.1,37.23,0.951
2024-01-04 07:45:00,LINE-A-01,6.06,217.8,30.23,0.907
2024-01-04 08:00:00,LINE-A-01,20.6,226.8,98.73,0.896
2024-01-04 08:15:00,LINE-A-01,21.62,210.7,111.52,0.926
2024-01-04 08:30:00,LINE-A-01,17.31,225.6,83.38,0.915
2024-01-04 08:45:00,LINE-A-01,18.99,223.5,92.34,0.937
2024-01-04 09:00:00,LINE-A-01,16.98,216.1,85.42,0.897
2024-01-04 09:15:00,LINE-A-01,18.65,213.2,95.05,0.893
2024-01-04 09:30:00,LINE-A-01,19.89,214.1,100.96,0.957
2024-01-04 09:45:00,LINE-A-01,17.65,211.9,90.51,0.943
2024-01-04 10:00:00,LINE-A-01,17.97,213.9,91.31,0.92
2024-01-04 10:15:00,LINE-A-01,16.27,221.4,79.88,0.927
2024-01-04 10:30:00,LINE-A-01,19.23,217.6,96.06,0.906
2024-01-04 10:45:00,LINE-A-01,19.69,220.5,97.1,0.911
2024-01-04 11:00:00,LINE-A-01,16.45,212.0,84.33,0.919
2024-01-04 11:15:00,LINE-A-01,17.56,229.5,83.16,0.936
2024-01-04 11:30:00,LINE-A-01,19.82,222.1,96.97,0.942
2024-01-04 11:45:00,LINE-A-01,18.16,219.9,89.77,0.877
2024-01-04 12:00:00,LINE-A-01,5.92,220.2,29.25,0.944
2024-01-04 12:15:00,LINE-A-01,5.92,212.4,30.31,0.904
2024-01-04 12:30:00,LINE-A-01,6.23,223.1,30.35,0.916
2024-01-04 12:45:00,LINE-A-01,7.25,216.3,36.46,0.9
2024-01-04 13:00:00,LINE-A-01,17.96,218.2,89.47,0.921
2024-01-04 13:15:00,LINE-A-01,16.19,221.0,79.62,0.909
2024-01-04 13:30:00,LINE-A-01,18.24,214.6,92.42,0.904
2024-01-04 13:45:00,LINE-A-01,15.43,226.6,73.98,0.911
2024-01-04 14:00:00,LINE-A-01,13.98,221.6,68.6,0.916
2024-01-04 14:15:00,LINE-A-01,20.66,223.0,100.67,0.933
2024-01-04 14:30:00,LINE-A-01,15.36,231.5,72.13,0.907
2024-01-04 14:45:00,LINE-A-01,16.04,214.5,81.27,0.899
2024-01-04 15:00:00,LINE-A-01,16.59,215.3,83.74,0.942
2024-01-04 15:15:00,LINE-A-01,18.94,230.7,89.25,0.948
2024-01-04 15:30:00,LINE-A-01,17.86,215.4,90.1,0.926
2024-01-04 15:45:00,LINE-A-01,16.49,220.9,81.1,0.929
2024-01-04 16:00:00,LINE-A-01,17.89,216.6,89.78,0.895
2024-01-04 16:15:00,LINE-A-01,18.06,226.8,86.59,0.941
2024-01-04 16:30:00,LINE-A-01,16.73,207.2,87.79,0.928
2024-01-04 16:45:00,LINE-A-01,16.33,220.8,80.37,0.88
2024-01-04 17:00:00,LINE-A-01,16.92,218.5,84.16,0.977
2024-01-04 17:15:00,LINE-A-01,17.46,223.1,85.07,0.912
2024-01-04 17:30:00,LINE-A-01,16.9,213.5,86.04,0.929
2024-01-04 17:45:00,LINE-A-01,18.92,222.9,92.29,0.943
2024-01-04 18:00:00,LINE-A-01,13.85,222.5,67.67,0.945
2024-01-04 18:15:00,LINE-A-01,12.93,215.6,65.22,0.92
2024-01-04 18:30:00,LINE-A-01,12.68,221.4,62.26,0.913
2024-01-04 18:45:00,LINE-A-01,13.21,224.7,63.91,0.893
2024-01-04 19:00:00,LINE-A-01,12.21,224.8,59.0,0.912
2024-01-04 19:15:00,LINE-A-01,13.28,219.5,65.79,0.905
2024-01-04 19:30:00,LINE-A-01,13.91,207.8,72.77,0.92
2024-01-04 19:45:00,LINE-A-01,13.71,223.2,66.79,0.917
2024-01-04 20:00:00,LINE-A-01,11.91,210.0,61.67,0.931
2024-01-04 20:15:00,LINE-A-01,12.11,221.2,59.51,0.923
2024-01-04 20:30:00,LINE-A-01,12.48,222.2,61.06,0.909
2024-01-04 20:45:00,LINE-A-01,15.23,223.4,74.07,0.949
2024-01-04 21:00:00,LINE-A-01,13.93,221.3,68.44,0.916
2024-01-04 21:15:00,LINE-A-01,15.18,223.7,73.75,0.919
2024-01-04 21:30:00,LINE-A-01,13.06,222.6,63.78,0.919
2024-01-04 21:45:00,LINE-A-01,14.2,225.9,68.34,0.889
