timestamp,lot_number,product_id,dimension,spec_lower,spec_upper,result,defect_type
2024-01-01 01:14:00,LOT-0002,PROD-B,19.96,19.8,20.2,OK,
2024-01-01 01:15:00,LOT-0002,PROD-C,49.922,49.5,50.5,OK,
2024-01-01 01:16:00,LOT-0002,PROD-A,10.028,9.9,10.1,OK,
2024-01-01 01:17:00,LOT-0002,PROD-A,9.97,9.9,10.1,OK,
2024-01-01 01:18:00,LOT-0002,PROD-C,49.997,49.5,50.5,OK,
2024-01-01 01:19:00,LOT-0002,PROD-C,50.061,49.5,50.5,OK,
2024-01-01 01:20:00,LOT-0002,PROD-B,19.894,19.8,20.2,OK,
2024-01-01 01:21:00,LOT-0002,PROD-C,50.022,49.5,50.5,OK,
2024-01-01 01:22:00,LOT-0002,PROD-B,19.868,19.8,20.2,OK,
2024-01-01 01:23:00,LOT-0002,PROD-A,10.003,9.9,10.1,OK,
2024-01-01 02:00:00,LOT-0003,PROD-B,19.974,19.8,20.2,OK,
2024-01-01 02:01:00,LOT-0003,PROD-C,49.88,49.5,50.5,OK,
2024-01-01 02:02:00,LOT-0003,PROD-A,10.034,9.9,10.1,OK,
2024-01-01 02:03:00,LOT-0003,PROD-C,50.13,49.5,50.5,OK,
2024-01-01 02:04:00,LOT-0003,PROD-B,19.998,19.8,20.2,OK,
2024-01-01 02:05:00,LOT-0003,PROD-A,10.025,9.9,10.1,OK,
2024-01-01 02:06:00,LOT-0003,PROD-C,49.964,49.5,50.5,OK,
2024-01-01 02:07:00,LOT-0003,PROD-A,10.034,9.9,10.1,OK,
2024-01-01 02:08:00,LOT-0003,PROD-B,20.036,19.8,20.2,OK,
2024-01-01 02:09:00,LOT-0003,PROD-B,20.171,19.8,20.2,OK,
2024-01-01 02:10:00,LOT-0003,PROD-A,9.956,9.9,10.1,OK,
2024-01-01 02:11:00,LOT-0003,PROD-A,10.0,9.9,10.1,OK,
2024-01-01 02:12:00,LOT-0003,PROD-A,10.056,9.9,10.1,OK,
2024-01-01 02:13:00,LOT-0003,PROD-C,49.905,49.5,50.5,OK,
2024-01-01 02:14:00,LOT-0003,PROD-C,50.14,49.5,50.5,OK,
2024-01-01 02:15:00,LOT-0003,PROD-A,10.0,9.9,10.1,OK,
2024-01-01 02:16:00,LOT-0003,PROD-B,19.963,19.8,20.2,OK,
2024-01-01 02:17:00,LOT-0003,PROD-A,9.97,9.9,10.1,OK,
2024-01-01 02:18:00,LOT-0003,PROD-C,50.033,49.5,50.5,OK,
2024-01-01 02:19:00,LOT-0003,PROD-A,9.944,9.9,10.1,OK,
2024-01-01 02:20:00,LOT-0003,PROD-C,50.154,49.5,50.5,OK,
2024-01-01 02:21:00,LOT-0003,PROD-C,50.221,49.5,50.5,OK,
2024-01-01 02:22:00,LOT-0003,PROD-B,20.015,19.8,20.2,OK,
2024-01-01 02:23:00,LOT-0003,PROD-B,20.106,19.8,20.2,OK,
2024-01-01 02:24:00,LOT-0003,PROD-B,20.036,19.8,20.2,OK,
2024-01-01 02:25:00,LOT-0003,PROD-B,19.952,19.8,20.2,OK,
2024-01-01 02:26:00,LOT-0003,PROD-A,10.014,9.9,10.1,OK,
2024-01-01 02:27:00,LOT-0003,PROD-C,50.011,49.5,50.5,OK,
2024-01-01 03:00:00,LOT-0004,PROD-B,20.068,19.8,20.2,OK,
2024-01-01 03:01:00,LOT-0004,PROD-A,9.972,9.9,10.1,OK,
2024-01-01 03:02:00,LOT-0004,PROD-A,9.947,9.9,10.1,OK,
2024-01-01 03:03:00,LOT-0004,PROD-A,10.003,9.9,10.1,OK,
2024-01-01 03:04:00,LOT-0004,PROD-A,10.009,9.9,10.1,OK,
2024-01-01 03:05:00,LOT-0004,PROD-B,19.947,19.8,20.2,OK,
2024-01-01 03:06:00,LOT-0004,PROD-B,20.211,19.8,20.2,NG,Over_spec
2024-01-01 03:07:00,LOT-0004,PROD-C,50.057,49.5,50.5,OK,
2024-01-01 03:08:00,LOT-0004,PROD-C,49.935,49.5,50.5,OK,
2024-01-01 03:09:00,LOT-0004,PROD-C,50.323,49.5,50.5,OK,
2024-01-01 03:10:00,LOT-0004,PROD-C,50.06,49.5,50.5,OK,
2024-01-01 03:11:00,LOT-0004,PROD-C,49.936,49.5,50.5,OK,
2024-01-01 03:12:00,LOT-0004,PROD-B,19.999,19.8,20.2,OK,
2024-01-01 03:13:00,LOT-0004,PROD-C,49.955,49.5,50.5,OK,
2024-01-01 03:14:00,LOT-0004,PROD-B,20.072,19.8,20.2,OK,
2024-01-01 03:15:00,LOT-0004,PROD-B,19.962,19.8,20.2,OK,
2024-01-01 03:16:00,LOT-0004,PROD-A,10.007,9.9,10.1,OK,
2024-01-01 03:17:00,LOT-0004,PROD-C,49.78,49.5,50.5,OK,
2024-01-01 03:18:00,LOT-0004,PROD-C,49.844,49.5,50.5,OK,
2024-01-01 03:19:00,LOT-0004,PROD-A,9.985,9.9,10.1,OK,
2024-01-01 03:20:00,LOT-0004,PROD-B,20.049,19.8,20.2,OK,
2024-01-01 03:21:00,LOT-0004,PROD-B,19.988,19.8,20.2,OK,
2024-01-01 03:22:00,LOT-0004,PROD-C,50.143,49.5,50.5,OK,
2024-01-01 03:23:00,LOT-0004,PROD-B,20.076,19.8,20.2,OK,
2024-01-01 03:24:00,LOT-0004,PROD-A,10.008,9.9,10.1,OK,
2024-01-01 03:25:00,LOT-0004,PROD-A,9.933,9.9,10.1,OK,
2024-01-01 03:26:00,LOT-0004,PROD-C,50.015,49.5,50.5,OK,
2024-01-01 03:27:00,LOT-0004,PROD-A,9.99,9.9,10.1,OK,
2024-01-01 03:28:00,LOT-0004,PROD-A,9.984,9.9,10.1,OK,
2024-01-01 04:00:00,LOT-0005,PROD-A,9.99,9.9,10.1,OK,
2024-01-01 04:01:00,LOT-0005,PROD-B,19.944,19.8,20.2,OK,
2024-01-01 04:02:00,LOT-0005,PROD-C,49.701,49.5,50.5,OK,
2024-01-01 04:03:00,LOT-0005,PROD-A,9.992,9.9,10.1,OK,
2024-01-01 04:04:00,LOT-0005,PROD-A,9.977,9.9,10.1,OK,
2024-01-01 04:05:00,LOT-0005,PROD-A,9.954,9.9,10.1,OK,
2024-01-01 04:06:00,LOT-0005,PROD-C,49.968,49.5,50.5,OK,
2024-01-01 04:07:00,LOT-0005,PROD-A,10.03,9.9,10.1,OK,
2024-01-01 04:08:00,LOT-0005,PROD-A,10.038,9.9,10.1,OK,
2024-01-01 04:09:00,LOT-0005,PROD-B,20.05,19.8,20.2,OK,
2024-01-01 04:10:00,LOT-0005,PROD-B,19.978,19.8,20.2,OK,
2024-01-01 04:11:00,LOT-0005,PROD-B,19.878,19.8,20.2,OK,
2024-01-01 04:12:00,LOT-0005,PROD-C,49.979,49.5,50.5,OK,
2024-01-01 04:13:00,LOT-0005,PROD-C,49.892,49.5,50.5,OK,
2024-01-01 04:14:00,LOT-0005,PROD-B,19.956,19.8,20.2,OK,
2024-01-01 04:15:00,LOT-0005,PROD-C,49.644,49.5,50.5,OK,
2024-01-01 04:16:00,LOT-0005,PROD-C,50.079,49.5,50.5,OK,
2024-01-01 04:17:00,LOT-0005,PROD-A,9.986,9.9,10.1,OK,
2024-01-01 04:18:00,LOT-0005,PROD-C,49.954,49.5,50.5,OK,
2024-01-01 05:00:00,LOT-0006,PROD-C,50.245,49.5,50.5,OK,
2024-01-01 05:01:00,LOT-0006,PROD-A,9.987,9.9,10.1,OK,
2024-01-01 05:02:00,LOT-0006,PROD-C,50.05,49.5,50.5,OK,
2024-01-01 05:03:00,LOT-0006,PROD-A,9.965,9.9,10.1,OK,
2024-01-01 05:04:00,LOT-0006,PROD-B,19.898,19.8,20.2,OK,
2024-01-01 05:05:00,LOT-0006,PROD-A,9.986,9.9,10.1,OK,
2024-01-01 05:06:00,LOT-0006,PROD-B,19.976,19.8,20.2,OK,
2024-01-01 05:07:00,LOT-0006,PROD-B,20.066,19.8,20.2,OK,
2024-01-01 05:08:00,LOT-0006,PROD-B,20.048,19.8,20.2,OK,
2024-01-01 05:09:00,LOT-0006,PROD-A,10.021,9.9,10.1,OK,
2024-01-01 05:10:00,LOT-0006,PROD-B,19.998,19.8,20.2,OK,
2024-01-01 05:11:00,LOT-0006,PROD-A,10.02,9.9,10.1,OK,
2024-01-01 05:12:00,LOT-0006,PROD-C,50.245,49.5,50.5,OK,
2024-01-01 05:13:00,LOT-0006,PROD-B,20.033,19.8,20.2,OK,
2024-01-01 05:14:00,LOT-0006,PROD-A,10.05,9.9,10.1,OK,
2024-01-01 05:15:00,LOT-0006,PROD-C,50.135,49.5,50.5,OK,
2024-01-01 05:16:00,LOT-0006,PROD-C,49.947,49.5,50.5,OK,
2024-01-01 05:17:00,LOT-0006,PROD-C,50.077,49.5,50.5,OK,
2024-01-01 05:18:00,LOT-0006,PROD-C,49.86,49.5,50.5,OK,
2024-01-01 05:19:00,LOT-0006,PROD-B,19.988,19.8,20.2,OK,
2024-01-01 05:20:00,LOT-0006,PROD-C,50.055,49.5,50.5,OK,
2024-01-01 05:21:00,LOT-0006,PROD-A,10.066,9.9,10.1,OK,
2024-01-01 05:22:00,LOT-0006,PROD-C,50.056,49.5,50.5,OK,
2024-01-01 06:00:00,LOT-0007,PROD-B,20.088,19.8,20.2,OK,
2024-01-01 06:01:00,LOT-0007,PROD-B,20.008,19.8,20.2,OK,
2024-01-01 06:02:00,LOT-0007,PROD-A,10.008,9.9,10.1,OK,
2024-01-01 06:03:00,LOT-0007,PROD-A,9.947,9.9,10.1,OK,
2024-01-01 06:04:00,LOT-0007,PROD-C,49.955,49.5,50.5,OK,
2024-01-01 06:05:00,LOT-0007,PROD-B,20.046,19.8,20.2,OK,
2024-01-01 06:06:00,LOT-0007,PROD-C,49.84,49.5,50.5,OK,
2024-01-01 06:07:00,LOT-0007,PROD-A,10.032,9.9,10.1,OK,
2024-01-01 06:08:00,LOT-0007,PROD-B,20.077,19.8,20.2,OK,
2024-01-01 06:09:00,LOT-0007,PROD-B,20.034,19.8,20.2,OK,
2024-01-01 06:10:00,LOT-0007,PROD-C,50.038,49.5,50.5,OK,
2024-01-01 06:11:00,LOT-0007,PROD-B,20.058,19.8,20.2,OK,
2024-01-01 06:12:00,LOT-0007,PROD-B,19.978,19.8,20.2,OK,
2024-01-01 06:13:00,LOT-0007,PROD-C,50.315,49.5,50.5,OK,
2024-01-01 06:14:00,LOT-0007,PROD-A,9.988,9.9,10.1,OK,
2024-01-01 06:15:00,LOT-0007,PROD-A,9.962,9.9,10.1,OK,
2024-01-01 06:16:00,LOT-0007,PROD-C,50.011,49.5,50.5,OK,
2024-01-01 06:17:00,LOT-0007,PROD-A,10.018,9.9,10.1,OK,
2024-01-01 06:18:00,LOT-0007,PROD-A,9.974,9.9,10.1,OK,
2024-01-01 06:19:00,LOT-0007,PROD-B,19.94,19.8,20.2,OK,
2024-01-01 06:20:00,LOT-0007,PROD-C,49.927,49.5,50.5,OK,
2024-01-01 06:21:00,LOT-0007,PROD-C,49.871,49.5,50.5,OK,
2024-01-01 06:22:00,LOT-0007,PROD-A,10.042,9.9,10.1,OK,
2024-01-01 06:23:00,LOT-0007,PROD-C,50.042,49.5,50.5,OK,
2024-01-01 06:24:00,LOT-0007,PROD-A,9.938,9.9,10.1,OK,
2024-01-01 06:25:00,LOT-0007,PROD-A,9.995,9.9,10.1,OK,
2024-01-01 07:00:00,LOT-0008,PROD-A,9.965,9.9,10.1,OK,
2024-01-01 07:01:00,LOT-0008,PROD-A,10.036,9.9,10.1,OK,
2024-01-01 07:02:00,LOT-0008,PROD-A,9.97,9.9,10.1,OK,
2024-01-01 07:03:00,LOT-0008,PROD-C,49.853,49.5,50.5,OK,
2024-01-01 07:04:00,LOT-0008,PROD-B,19.917,19.8,20.2,OK,
2024-01-01 07:05:00,LOT-0008,PROD-C,50.215,49.5,50.5,OK,
2024-01-01 07:06:00,LOT-0008,PROD-A,9.976,9.9,10.1,OK,
2024-01-01 07:07:00,LOT-0008,PROD-C,49.829,49.5,50.5,OK,
2024-01-01 07:08:00,LOT-0008,PROD-A,10.008,9.9,10.1,OK,
2024-01-01 07:09:00,LOT-0008,PROD-B,20.055,19.8,20.2,OK,
2024-01-01 07:10:00,LOT-0008,PROD-B,20.11,19.8,20.2,OK,
2024-01-01 07:11:00,LOT-0008,PROD-B,19.943,19.8,20.2,OK,
2024-01-01 08:00:00,LOT-0009,PROD-A,9.997,9.9,10.1,OK,
2024-01-01 08:01:00,LOT-0009,PROD-B,20.044,19.8,20.2,OK,
2024-01-01 08:02:00,LOT-0009,PROD-C,50.067,49.5,50.5,OK,
2024-01-01 08:03:00,LOT-0009,PROD-A,9.992,9.9,10.1,OK,
2024-01-01 08:04:00,LOT-0009,PROD-A,10.031,9.9,10.1,OK,
2024-01-01 08:05:00,LOT-0009,PROD-A,9.989,9.9,10.1,OK,
2024-01-01 08:06:00,LOT-0009,PROD-A,10.026,9.9,10.1,OK,
2024-01-01 08:07:00,LOT-0009,PROD-A,10.065,9.9,10.1,OK,
2024-01-01 08:08:00,LOT-0009,PROD-C,49.895,49.5,50.5,OK,
2024-01-01 08:09:00,LOT-0009,PROD-B,20.024,19.8,20.2,OK,
2024-01-01 08:10:00,LOT-0009,PROD-B,19.99,19.8,20.2,OK,
2024-01-01 08:11:00,LOT-0009,PROD-B,20.182,19.8,20.2,OK,
2024-01-01 08:12:00,LOT-0009,PROD-C,49.994,49.5,50.5,OK,
2024-01-01 08:13:00,LOT-0009,PROD-C,49.91,49.5,50.5,OK,
2024-01-01 08:14:00,LOT-0009,PROD-B,19.9,19.8,20.2,OK,
2024-01-01 08:15:00,LOT-0009,PROD-B,20.022,19.8,20.2,OK,
2024-01-01 08:16:00,LOT-0009,PROD-B,19.897,19.8,20.2,OK,
2024-01-01 08:17:00,LOT-0009,PROD-B,20.105,19.8,20.2,OK,
2024-01-01 08:18:00,LOT-0009,PROD-C,50.028,49.5,50.5,OK,
2024-01-01 08:19:00,LOT-0009,PROD-C,50.014,49.5,50.5,OK,
2024-01-01 08:20:00,LOT-0009,PROD-C,49.852,49.5,50.5,OK,
2024-01-01 08:21:00,LOT-0009,PROD-C,50.033,49.5,50.5,OK,
2024-01-01 08:22:00,LOT-0009,PROD-A,10.022,9.9,10.1,OK,
2024-01-01 08:23:00,LOT-0009,PROD-B,19.988,19.8,20.2,OK,
2024-01-01 08:24:00,LOT-0009,PROD-C,50.095,49.5,50.5,OK,
2024-01-01 08:25:00,LOT-0009,PROD-C,50.092,49.5,50.5,OK,
2024-01-01 08:26:00,LOT-0009,PROD-A,10.066,9.9,10.1,OK,
2024-01-01 08:27:00,LOT-0009,PROD-B,20.001,19.8,20.2,OK,
2024-01-01 08:28:00,LOT-0009,PROD-C,49.707,49.5,50.5,OK,
2024-01-01 08:29:00,LOT-0009,PROD-B,20.015,19.8,20.2,OK,
2024-01-01 08:30:00,LOT-0009,PROD-C,49.709,49.5,50.5,OK,
2024-01-01 08:31:00,LOT-0009,PROD-B,19.979,19.8,20.2,OK,
2024-01-01 08:32:00,LOT-0009,PROD-B,20.08,19.8,20.2,OK,
2024-01-01 08:33:00,LOT-0009,PROD-B,20.092,19.8,20.2,OK,
2024-01-01 08:34:00,LOT-0009,PROD-B,19.856,19.8,20.2,OK,
2024-01-01 08:35:00,LOT-0009,PROD-A,9.96,9.9,10.1,OK,
2024-01-01 08:36:00,LOT-0009,PROD-C,50.074,49.5,50.5,OK,
2024-01-01 08:37:00,LOT-0009,PROD-A,9.989,9.9,10.1,OK,
2024-01-01 08:38:00,LOT-0009,PROD-B,19.886,19.8,20.2,OK,
2024-01-01 08:39:00,LOT-0009,PROD-C,50.069,49.5,50.5,OK,
2024-01-01 08:40:00,LOT-0009,PROD-B,20.031,19.8,20.2,OK,
2024-01-01 08:41:00,LOT-0009,PROD-C,49.679,49.5,50.5,OK,
2024-01-01 08:42:00,LOT-0009,PROD-B,19.986,19.8,20.2,OK,
2024-01-01 08:43:00,LOT-0009,PROD-B,19.933,19.8,20.2,OK,
2024-01-01 08:44:00,LOT-0009,PROD-A,9.999,9.9,10.1,OK,
2024-01-01 08:45:00,LOT-0009,PROD-C,49.805,49.5,50.5,OK,
2024-01-01 08:46:00,LOT-0009,PROD-C,50.082,49.5,50.5,OK,
2024-01-01 08:47:00,LOT-0009,PROD-C,50.093,49.5,50.5,OK,
2024-01-01 08:48:00,LOT-0009,PROD-A,9.951,9.9,10.1,OK,
2024-01-01 08:49:00,LOT-0009,PROD-B,19.927,19.8,20.2,OK,
2024-01-01 08:50:00,LOT-0009,PROD-C,49.928,49.5,50.5,OK,
2024-01-01 08:51:00,LOT-0009,PROD-A,10.01,9.9,10.1,OK,
2024-01-01 09:00:00,LOT-0010,PROD-B,19.894,19.8,20.2,OK,
2024-01-01 09:01:00,LOT-0010,PROD-B,20.052,19.8,20.2,OK,
2024-01-01 09:02:00,LOT-0010,PROD-A,9.963,9.9,10.1,OK,
2024-01-01 09:03:00,LOT-0010,PROD-C,50.055,49.5,50.5,OK,
2024-01-01 09:04:00,LOT-0010,PROD-C,50.034,49.5,50.5,OK,
2024-01-01 09:05:00,LOT-0010,PROD-A,9.997,9.9,10.1,OK,
2024-01-01 09:06:00,LOT-0010,PROD-B,19.989,19.8,20.2,OK,
2024-01-01 09:07:00,LOT-0010,PROD-C,50.149,49.5,50.5,OK,
2024-01-01 09:08:00,LOT-0010,PROD-B,20.056,19.8,20.2,OK,
2024-01-01 09:09:00,LOT-0010,PROD-B,20.031,19.8,20.2,OK,
2024-01-01 09:10:00,LOT-0010,PROD-C,50.064,49.5,50.5,OK,
2024-01-01 09:11:00,LOT-0010,PROD-B,20.014,19.8,20.2,OK,
2024-01-01 09:12:00,LOT-0010,PROD-B,20.098,19.8,20.2,OK,
2024-01-01 09:13:00,LOT-0010,PROD-A,10.02,9.9,10.1,OK,
2024-01-01 09:14:00,LOT-0010,PROD-C,50.017,49.5,50.5,OK,
2024-01-01 09:15:00,LOT-0010,PROD-A,10.006,9.9,10.1,OK,
2024-01-01 09:16:00,LOT-0010,PROD-C,49.985,49.5,50.5,OK,
2024-01-01 09:17:00,LOT-0010,PROD-B,20.046,19.8,20.2,OK,
2024-01-01 09:18:00,LOT-0010,PROD-C,50.064,49.5,50.5,OK,
2024-01-01 09:19:00,LOT-0010,PROD-B,19.898,19.8,20.2,OK,
2024-01-01 09:20:00,LOT-0010,PROD-C,50.27,49.5,50.5,OK,
2024-01-01 09:21:00,LOT-0010,PROD-A,9.968,9.9,10.1,OK,
2024-01-01 09:22:00,LOT-0010,PROD-C,49.895,49.5,50.5,OK,
2024-01-01 09:23:00,LOT-0010,PROD-A,9.98,9.9,10.1,OK,
2024-01-01 09:24:00,LOT-0010,PROD-B,20.019,19.8,20.2,OK,
2024-01-01 09:25:00,LOT-0010,PROD-C,49.958,49.5,50.5,OK,
2024-01-01 09:26:00,LOT-0010,PROD-B,20.066,19.8,20.2,OK,
2024-01-01 09:27:00,LOT-0010,PROD-C,50.068,49.5,50.5,OK,
2024-01-01 09:28:00,LOT-0010,PROD-A,9.989,9.9,10.1,OK,
2024-01-01 09:29:00,LOT-0010,PROD-C,50.069,49.5,50.5,OK,
2024-01-01 09:30:00,LOT-0010,PROD-B,19.936,19.8,20.2,OK,
2024-01-01 09:31:00,LOT-0010,PROD-C,50.132,49.5,50.5,OK,
2024-01-01 09:32:00,LOT-0010,PROD-C,50.169,49.5,50.5,OK,
2024-01-01 09:33:00,LOT-0010,PROD-B,20.077,19.8,20.2,OK,
2024-01-01 09:34:00,LOT-0010,PROD-B,20.025,19.8,20.2,OK,
2024-01-01 09:35:00,LOT-0010,PROD-A,10.062,9.9,10.1,OK,
2024-01-01 09:36:00,LOT-0010,PROD-C,50.0,49.5,50.5,OK,
2024-01-01 09:37:00,LOT-0010,PROD-A,9.957,9.9,10.1,OK,
2024-01-01 09:38:00,LOT-0010,PROD-C,50.286,49.5,50.5,OK,
2024-01-01 09:39:00,LOT-0010,PROD-C,49.877,49.5,50.5,OK,
2024-01-01 09:40:00,LOT-0010,PROD-A,9.938,9.9,10.1,OK,
2024-01-01 09:41:00,LOT-0010,PROD-A,10.006,9.9,10.1,OK,
2024-01-01 09:42:00,LOT-0010,PROD-B,19.972,19.8,20.2,OK,
2024-01-01 09:43:00,LOT-0010,PROD-C,49.887,49.5,50.5,OK,
2024-01-01 09:44:00,LOT-0010,PROD-A,9.986,9.9,10.1,OK,
2024-01-01 09:45:00,LOT-0010,PROD-B,19.966,19.8,20.2,OK,
2024-01-01 09:46:00,LOT-0010,PROD-C,50.241,49.5,50.5,OK,
2024-01-01 09:47:00,LOT-0010,PROD-B,20.005,19.8,20.2,OK,
2024-01-01 09:48:00,LOT-0010,PROD-B,19.862,19.8,20.2,OK,
2024-01-01 09:49:00,LOT-0010,PROD-A,10.013,9.9,10.1,OK,
2024-01-01 09:50:00,LOT-0010,PROD-B,20.051,19.8,20.2,OK,
2024-01-01 09:51:00,LOT-0010,PROD-C,50.093,49.5,50.5,OK,
2024-01-01 09:52:00,LOT-0010,PROD-A,10.01,9.9,10.1,OK,
2024-01-01 09:53:00,LOT-0010,PROD-B,20.004,19.8,20.2,OK,
2024-01-01 09:54:00,LOT-0010,PROD-A,9.98,9.9,10.1,OK,
2024-01-01 09:55:00,LOT-0010,PROD-B,20.017,19.8,20.2,OK,
2024-01-01 09:56:00,LOT-0010,PROD-C,49.954,49.5,50.5,OK,
2024-01-01 10:00:00,LOT-0011,PROD-A,10.031,9.9,10.1,OK,
2024-01-01 10:01:00,LOT-0011,PROD-B,20.063,19.8,20.2,OK,
2024-01-01 10:02:00,LOT-0011,PROD-B,19.936,19.8,20.2,OK,
2024-01-01 10:03:00,LOT-0011,PROD-A,10.013,9.9,10.1,OK,
2024-01-01 10:04:00,LOT-0011,PROD-C,50.211,49.5,50.5,OK,
2024-01-01 10:05:00,LOT-0011,PROD-C,50.256,49.5,50.5,OK,
2024-01-01 10:06:00,LOT-0011,PROD-C,50.223,49.5,50.5,OK,
2024-01-01 10:07:00,LOT-0011,PROD-B,19.963,19.8,20.2,OK,
2024-01-01 10:08:00,LOT-0011,PROD-A,10.043,9.9,10.1,OK,
2024-01-01 10:09:00,LOT-0011,PROD-A,9.938,9.9,10.1,OK,
2024-01-01 10:10:00,LOT-0011,PROD-C,50.133,49.5,50.5,OK,
2024-01-01 10:11:00,LOT-0011,PROD-C,49.963,49.5,50.5,OK,
2024-01-01 10:12:00,LOT-0011,PROD-C,49.823,49.5,50.5,OK,
2024-01-01 10:13:00,LOT-0011,PROD-B,19.952,19.8,20.2,OK,
2024-01-01 10:14:00,LOT-0011,PROD-C,49.943,49.5,50.5,OK,
2024-01-01 10:15:00,LOT-0011,PROD-C,50.298,49.5,50.5,OK,
2024-01-01 10:16:00,LOT-0011,PROD-C,50.188,49.5,50.5,OK,
2024-01-01 10:17:00,LOT-0011,PROD-B,20.042,19.8,20.2,OK,
2024-01-01 10:18:00,LOT-0011,PROD-A,9.995,9.9,10.1,OK,
2024-01-01 10:19:00,LOT-0011,PROD-B,19.985,19.8,20.2,OK,
2024-01-01 10:20:00,LOT-0011,PROD-C,49.965,49.5,50.5,OK,
2024-01-01 10:21:00,LOT-0011,PROD-A,9.994,9.9,10.1,OK,
2024-01-01 10:22:00,LOT-0011,PROD-C,49.929,49.5,50.5,OK,
2024-01-01 10:23:00,LOT-0011,PROD-C,49.998,49.5,50.5,OK,
2024-01-01 10:24:00,LOT-0011,PROD-C,49.816,49.5,50.5,OK,
2024-01-01 10:25:00,LOT-0011,PROD-A,9.961,9.9,10.1,OK,
2024-01-01 10:26:00,LOT-0011,PROD-A,10.008,9.9,10.1,OK,
2024-01-01 10:27:00,LOT-0011,PROD-B,20.075,19.8,20.2,OK,
2024-01-01 10:28:00,LOT-0011,PROD-B,20.066,19.8,20.2,OK,
2024-01-01 10:29:00,LOT-0011,PROD-A,10.005,9.9,10.1,OK,
2024-01-01 10:30:00,LOT-0011,PROD-C,50.151,49.5,50.5,OK,
2024-01-01 10:31:00,LOT-0011,PROD-C,49.984,49.5,50.5,OK,
2024-01-01 10:32:00,LOT-0011,PROD-C,49.982,49.5,50.5,OK,
2024-01-01 10:33:00,LOT-0011,PROD-B,20.037,19.8,20.2,OK,
2024-01-01 10:34:00,LOT-0011,PROD-C,49.693,49.5,50.5,OK,
2024-01-01 10:35:00,LOT-0011,PROD-A,9.937,9.9,10.1,OK,
2024-01-01 10:36:00,LOT-0011,PROD-C,49.927,49.5,50.5,OK,
2024-01-01 10:37:00,LOT-0011,PROD-B,20.033,19.8,20.2,OK,
2024-01-01 10:38:00,LOT-0011,PROD-C,49.992,49.5,50.5,OK,
2024-01-01 10:39:00,LOT-0011,PROD-C,50.201,49.5,50.5,OK,
2024-01-01 10:40:00,LOT-0011,PROD-A,9.989,9.9,10.1,OK,
2024-01-01 10:41:00,LOT-0011,PROD-A,10.04,9.9,10.1,OK,
2024-01-01 10:42:00,LOT-0011,PROD-C,49.825,49.5,50.5,OK,
2024-01-01 10:43:00,LOT-0011,PROD-C,50.021,49.5,50.5,OK,
2024-01-01 10:44:00,LOT-0011,PROD-C,49.925,49.5,50.5,OK,
2024-01-01 10:45:00,LOT-0011,PROD-A,10.002,9.9,10.1,OK,
2024-01-01 10:46:00,LOT-0011,PROD-B,19.983,19.8,20.2,OK,
