energy_id,timestamp,equipment_id,power_kwh,is_operating,ambient_temp_c
E-000066,2024-01-01 05:00,EQ-B02,1.83,False,1.3
E-000067,2024-01-01 05:00,EQ-B03,16.34,True,1.3
E-000068,2024-01-01 05:00,EQ-B04,0.19,False,1.3
E-000069,2024-01-01 05:00,EQ-C01,1.74,False,1.3
E-000070,2024-01-01 05:00,EQ-C02,1.96,False,1.3
E-000071,2024-01-01 05:00,EQ-C03,2.69,False,1.3
E-000072,2024-01-01 05:00,EQ-C04,9.7,True,1.3
E-000073,2024-01-01 06:00,EQ-A01,17.73,True,8.3
E-000074,2024-01-01 06:00,EQ-A02,20.48,True,8.3
E-000075,2024-01-01 06:00,EQ-A03,23.45,True,8.3
E-000076,2024-01-01 06:00,EQ-A04,13.6,True,8.3
E-000077,2024-01-01 06:00,EQ-B01,12.45,True,8.3
E-000078,2024-01-01 06:00,EQ-B02,10.64,True,8.3
E-000079,2024-01-01 06:00,EQ-B03,16.29,True,8.3
E-000080,2024-01-01 06:00,EQ-B04,7.7,True,8.3
E-000081,2024-01-01 06:00,EQ-C01,15.75,True,8.3
E-000082,2024-01-01 06:00,EQ-C02,17.61,True,8.3
E-000083,2024-01-01 06:00,EQ-C03,2.48,False,8.3
E-000084,2024-01-01 06:00,EQ-C04,8.79,True,8.3
E-000085,2024-01-01 07:00,EQ-A01,3.61,False,8.1
E-000086,2024-01-01 07:00,EQ-A02,18.67,True,8.1
E-000087,2024-01-01 07:00,EQ-A03,27.47,True,8.1
E-000088,2024-01-01 07:00,EQ-A04,12.11,True,8.1
E-000089,2024-01-01 07:00,EQ-B01,12.05,True,8.1
E-000090,2024-01-01 07:00,EQ-B02,11.96,True,8.1
E-000091,2024-01-01 07:00,EQ-B03,18.06,True,8.1
E-000092,2024-01-01 07:00,EQ-B04,7.34,True,8.1
E-000093,2024-01-01 07:00,EQ-C01,15.88,True,8.1
E-000094,2024-01-01 07:00,EQ-C02,16.67,True,8.1
E-000095,2024-01-01 07:00,EQ-C03,17.99,True,
E-000096,2024-01-01 07:00,EQ-C04,9.08,True,8.1
E-000097,2024-01-01 08:00,EQ-A01,19.91,True,8.5
E-000098,2024-01-01 08:00,EQ-A02,,False,8.5
E-000099,2024-01-01 08:00,EQ-A03,27.05,True,8.5
E-000100,2024-01-01 08:00,EQ-A04,12.31,True,8.5
E-000101,2024-01-01 08:00,EQ-B01,12.71,True,8.5
E-000102,2024-01-01 08:00,EQ-B02,11.55,True,8.5
E-000103,2024-01-01 08:00,EQ-B03,16.1,True,8.5
E-000104,2024-01-01 08:00,EQ-B04,5.55,True,8.5
E-000105,2024-01-01 08:00,EQ-C01,16.16,True,8.5
E-000106,2024-01-01 08:00,EQ-C02,15.31,True,8.5
E-000107,2024-01-01 08:00,EQ-C03,22.0,True,8.5
E-000108,2024-01-01 08:00,EQ-C04,11.6,True,8.5
E-000109,2024-01-01 09:00,EQ-A01,16.73,True,
E-000110,2024-01-01 09:00,EQ-A02,20.13,True,8.6
E-000111,2024-01-01 09:00,EQ-A03,25.35,True,8.6
E-000112,2024-01-01 09:00,EQ-A04,2.69,False,8.6
E-000113,2024-01-01 09:00,EQ-B01,11.13,True,8.6
E-000114,2024-01-01 09:00,EQ-B02,12.52,True,8.6
E-000115,2024-01-01 09:00,EQ-B03,17.89,True,8.6
E-000116,2024-01-01 09:00,EQ-B04,8.03,True,8.6
E-000117,2024-01-01 09:00,EQ-C01,15.55,True,8.6
E-000118,2024-01-01 09:00,EQ-C02,2.4,False,8.6
E-000119,2024-01-01 09:00,EQ-C03,17.85,True,8.6
E-000120,2024-01-01 09:00,EQ-C04,10.76,True,8.6
E-000121,2024-01-01 10:00,EQ-A01,30.24,True,8.1
E-000122,2024-01-01 10:00,EQ-A02,3.48,False,8.1
E-000123,2024-01-01 10:00,EQ-A03,4.79,False,8.1
E-000124,2024-01-01 10:00,EQ-A04,14.17,True,8.1
E-000125,2024-01-01 10:00,EQ-B01,12.84,True,8.1
E-000126,2024-01-01 10:00,EQ-B02,14.31,True,8.1
E-000127,2024-01-01 10:00,EQ-B03,18.87,True,8.1
E-000128,2024-01-01 10:00,EQ-B04,7.4,True,8.1
E-000129,2024-01-01 10:00,EQ-C01,16.61,True,8.1
E-000130,2024-01-01 10:00,EQ-C02,19.76,True,8.1
E-000131,2024-01-01 10:00,EQ-C03,24.35,True,8.1
E-000132,2024-01-01 10:00,EQ-C04,11.3,True,8.1
E-000133,2024-01-01 11:00,EQ-A01,16.85,True,11.6
E-000134,2024-01-01 11:00,EQ-A02,20.45,True,
E-000135,2024-01-01 11:00,EQ-A03,24.66,True,11.6
E-000136,2024-01-01 11:00,EQ-A04,14.73,True,11.6
E-000137,2024-01-01 11:00,EQ-B01,11.88,True,11.6
E-000138,2024-01-01 11:00,EQ-B02,1.49,False,11.6
E-000139,2024-01-01 11:00,EQ-B03,15.87,True,11.6
E-000140,2024-01-01 11:00,EQ-B04,6.88,True,11.6
E-000141,2024-01-01 11:00,EQ-C01,16.46,True,11.6
E-000142,2024-01-01 11:00,EQ-C02,17.78,True,11.6
E-000143,2024-01-01 11:00,EQ-C03,25.67,True,11.6
E-000144,2024-01-01 11:00,EQ-C04,11.19,True,11.6
E-000145,2024-01-01 12:00,EQ-A01,16.82,True,9.5
E-000146,2024-01-01 12:00,EQ-A02,18.14,True,9.5
E-000147,2024-01-01 12:00,EQ-A03,22.74,True,9.5
E-000148,2024-01-01 12:00,EQ-A04,14.8,True,9.5
E-000149,2024-01-01 12:00,EQ-B01,12.34,True,9.5
E-000150,2024-01-01 12:00,EQ-B02,9.61,True,9.5
E-000151,2024-01-01 12:00,EQ-B03,14.26,True,9.5
E-000152,2024-01-01 12:00,EQ-B04,6.34,True,9.5
E-000153,2024-01-01 12:00,EQ-C01,15.03,True,9.5
E-000154,2024-01-01 12:00,EQ-C02,16.08,True,9.5
E-000155,2024-01-01 12:00,EQ-C03,2.94,False,9.5
E-000156,2024-01-01 12:00,EQ-C04,,True,9.5
E-000157,2024-01-01 13:00,EQ-A01,18.18,True,14.8
E-000158,2024-01-01 13:00,EQ-A02,22.36,True,14.8
E-000159,2024-01-01 13:00,EQ-A03,29.64,True,14.8
E-000160,2024-01-01 13:00,EQ-A04,15.02,True,14.8
E-000161,2024-01-01 13:00,EQ-B01,13.53,True,14.8
E-000162,2024-01-01 13:00,EQ-B02,13.46,True,14.8
E-000163,2024-01-01 13:00,EQ-B03,19.64,True,14.8
E-000164,2024-01-01 13:00,EQ-B04,9.31,True,14.8
E-000165,2024-01-01 13:00,EQ-C01,18.01,True,14.8
E-000166,2024-01-01 13:00,EQ-C02,17.41,True,14.8
E-000167,2024-01-01 13:00,EQ-C03,25.97,True,14.8
E-000168,2024-01-01 13:00,EQ-C04,9.39,True,14.8
E-000169,2024-01-01 14:00,EQ-A01,21.74,True,7.2
E-000170,2024-01-01 14:00,EQ-A02,18.85,True,7.2
E-000171,2024-01-01 14:00,EQ-A03,5.18,False,7.2
E-000172,2024-01-01 14:00,EQ-A04,13.74,True,7.2
E-000173,2024-01-01 14:00,EQ-B01,10.84,True,7.2
E-000174,2024-01-01 14:00,EQ-B02,11.59,True,7.2
E-000175,2024-01-01 14:00,EQ-B03,17.57,True,7.2
E-000176,2024-01-01 14:00,EQ-B04,8.39,True,7.2
E-000177,2024-01-01 14:00,EQ-C01,19.16,True,7.2
E-000178,2024-01-01 14:00,EQ-C02,17.47,True,7.2
E-000179,2024-01-01 14:00,EQ-C03,19.88,True,7.2
E-000180,2024-01-01 14:00,EQ-C04,9.4,True,7.2
E-000181,2024-01-01 15:00,EQ-A01,3.22,False,9.7
E-000182,2024-01-01 15:00,EQ-A02,21.68,True,9.7
E-000183,2024-01-01 15:00,EQ-A03,31.51,True,9.7
E-000184,2024-01-01 15:00,EQ-A04,15.18,True,9.7
E-000185,2024-01-01 15:00,EQ-B01,14.82,True,9.7
E-000186,2024-01-01 15:00,EQ-B02,10.92,True,9.7
E-000187,2024-01-01 15:00,EQ-B03,19.11,True,9.7
E-000188,2024-01-01 15:00,EQ-B04,0.25,False,9.7
E-000189,2024-01-01 15:00,EQ-C01,17.42,True,9.7
E-000190,2024-01-01 15:00,EQ-C02,15.8,True,9.7
E-000191,2024-01-01 15:00,EQ-C03,3.48,False,9.7
E-000192,2024-01-01 15:00,EQ-C04,11.93,True,9.7
E-000193,2024-01-01 16:00,EQ-A01,19.1,True,9.9
E-000194,2024-01-01 16:00,EQ-A02,3.62,False,9.9
E-000195,2024-01-01 16:00,EQ-A03,26.63,True,9.9
E-000196,2024-01-01 16:00,EQ-A04,14.34,True,9.9
E-000197,2024-01-01 16:00,EQ-B01,11.09,True,9.9
E-000198,2024-01-01 16:00,EQ-B02,11.39,True,9.9
E-000199,2024-01-01 16:00,EQ-B03,19.67,True,9.9
E-000200,2024-01-01 16:00,EQ-B04,8.06,True,9.9
E-000201,2024-01-01 16:00,EQ-C01,15.56,True,9.9
E-000202,2024-01-01 16:00,EQ-C02,17.8,True,9.9
E-000203,2024-01-01 16:00,EQ-C03,25.42,True,9.9
E-000204,2024-01-01 16:00,EQ-C04,11.26,True,9.9
E-000205,2024-01-01 17:00,EQ-A01,17.02,True,9.5
E-000206,2024-01-01 17:00,EQ-A02,19.95,True,9.5
E-000207,2024-01-01 17:00,EQ-A03,24.34,True,9.5
E-000208,2024-01-01 17:00,EQ-A04,3.64,False,9.5
E-000209,2024-01-01 17:00,EQ-B01,10.24,True,9.5
E-000210,2024-01-01 17:00,EQ-B02,12.27,True,9.5
E-000211,2024-01-01 17:00,EQ-B03,17.99,True,9.5
E-000212,2024-01-01 17:00,EQ-B04,7.01,True,9.5
E-000213,2024-01-01 17:00,EQ-C01,16.73,True,9.5
E-000214,2024-01-01 17:00,EQ-C02,13.61,True,9.5
E-000215,2024-01-01 17:00,EQ-C03,20.14,True,9.5
E-000216,2024-01-01 17:00,EQ-C04,9.82,True,9.5
E-000217,2024-01-01 18:00,EQ-A01,3.31,False,6.2
E-000218,2024-01-01 18:00,EQ-A02,17.2,True,6.2
E-000219,2024-01-01 18:00,EQ-A03,4.57,False,6.2
E-000220,2024-01-01 18:00,EQ-A04,13.35,True,6.2
E-000221,2024-01-01 18:00,EQ-B01,8.94,True,6.2
E-000222,2024-01-01 18:00,EQ-B02,12.72,True,6.2
E-000223,2024-01-01 18:00,EQ-B03,19.47,True,6.2
E-000224,2024-01-01 18:00,EQ-B04,0.77,False,6.2
E-000225,2024-01-01 18:00,EQ-C01,1.97,False,6.2
E-000226,2024-01-01 18:00,EQ-C02,26.99,True,6.2
E-000227,2024-01-01 18:00,EQ-C03,25.42,True,6.2
E-000228,2024-01-01 18:00,EQ-C04,9.45,True,6.2
E-000229,2024-01-01 19:00,EQ-A01,15.94,True,2.1
E-000230,2024-01-01 19:00,EQ-A02,,True,2.1
E-000231,2024-01-01 19:00,EQ-A03,4.97,False,2.1
E-000232,2024-01-01 19:00,EQ-A04,3.7,False,2.1
E-000233,2024-01-01 19:00,EQ-B01,13.06,True,2.1
E-000234,2024-01-01 19:00,EQ-B02,10.61,True,2.1
E-000235,2024-01-01 19:00,EQ-B03,17.54,True,2.1
E-000236,2024-01-01 19:00,EQ-B04,6.86,True,2.1
E-000237,2024-01-01 19:00,EQ-C01,18.12,True,2.1
E-000238,2024-01-01 19:00,EQ-C02,15.63,True,2.1
E-000239,2024-01-01 19:00,EQ-C03,20.63,True,2.1
E-000240,2024-01-01 19:00,EQ-C04,9.2,True,2.1
E-000241,2024-01-01 20:00,EQ-A01,15.65,True,1.6
E-000242,2024-01-01 20:00,EQ-A02,15.42,True,
E-000243,2024-01-01 20:00,EQ-A03,30.67,True,1.6
E-000244,2024-01-01 20:00,EQ-A04,2.96,False,1.6
E-000245,2024-01-01 20:00,EQ-B01,11.67,True,1.6
E-000246,2024-01-01 20:00,EQ-B02,11.27,True,1.6
E-000247,2024-01-01 20:00,EQ-B03,13.95,True,1.6
E-000248,2024-01-01 20:00,EQ-B04,7.23,True,1.6
E-000249,2024-01-01 20:00,EQ-C01,14.05,True,1.6
E-000250,2024-01-01 20:00,EQ-C02,15.44,True,1.6
E-000251,2024-01-01 20:00,EQ-C03,3.24,False,1.6
E-000252,2024-01-01 20:00,EQ-C04,8.37,True,1.6
E-000253,2024-01-01 21:00,EQ-A01,4.42,False,2.5
E-000254,2024-01-01 21:00,EQ-A02,3.82,False,2.5
E-000255,2024-01-01 21:00,EQ-A03,24.4,True,2.5
E-000256,2024-01-01 21:00,EQ-A04,2.69,False,2.5
E-000257,2024-01-01 21:00,EQ-B01,11.4,True,2.5
E-000258,2024-01-01 21:00,EQ-B02,9.65,True,2.5
E-000259,2024-01-01 21:00,EQ-B03,18.01,True,2.5
E-000260,2024-01-01 21:00,EQ-B04,6.02,True,2.5
E-000261,2024-01-01 21:00,EQ-C01,16.67,True,2.5
E-000262,2024-01-01 21:00,EQ-C02,17.6,True,2.5
E-000263,2024-01-01 21:00,EQ-C03,24.49,True,2.5
E-000264,2024-01-01 21:00,EQ-C04,2.07,False,
E-000265,2024-01-01 22:00,EQ-A01,16.6,True,2.4
E-000266,2024-01-01 22:00,EQ-A02,3.43,False,2.4
E-000267,2024-01-01 22:00,EQ-A03,28.78,True,2.4
E-000268,2024-01-01 22:00,EQ-A04,11.78,True,2.4
E-000269,2024-01-01 22:00,EQ-B01,0.42,False,
E-000270,2024-01-01 22:00,EQ-B02,1.8,False,2.4
E-000271,2024-01-01 22:00,EQ-B03,0.57,False,
E-000272,2024-01-01 22:00,EQ-B04,20.3,True,2.4
E-000273,2024-01-01 22:00,EQ-C01,3.21,False,2.4
E-000274,2024-01-01 22:00,EQ-C02,3.1,False,2.4
E-000275,2024-01-01 22:00,EQ-C03,1.52,False,2.4
E-000276,2024-01-01 22:00,EQ-C04,10.79,True,2.4
E-000277,2024-01-01 23:00,EQ-A01,3.13,False,0.0
E-000278,2024-01-01 23:00,EQ-A02,3.06,False,0.0
E-000279,2024-01-01 23:00,EQ-A03,4.45,False,0.0
E-000280,2024-01-01 23:00,EQ-A04,3.05,False,0.0
E-000281,2024-01-01 23:00,EQ-B01,12.37,True,0.0
E-000282,2024-01-01 23:00,EQ-B02,,True,0.0
E-000283,2024-01-01 23:00,EQ-B03,,False,0.0
E-000284,2024-01-01 23:00,EQ-B04,0.87,False,0.0
E-000285,2024-01-01 23:00,EQ-C01,3.0,False,0.0
E-000286,2024-01-01 23:00,EQ-C02,2.34,False,0.0
E-000287,2024-01-01 23:00,EQ-C03,2.82,False,0.0
E-000288,2024-01-01 23:00,EQ-C04,9.02,True,0.0
E-000289,2024-01-02 00:00,EQ-A01,3.09,False,
E-000290,2024-01-02 00:00,EQ-A02,3.18,False,3.8
E-000291,2024-01-02 00:00,EQ-A03,4.91,False,3.8
E-000292,2024-01-02 00:00,EQ-A04,2.4,False,3.8
E-000293,2024-01-02 00:00,EQ-B01,0.41,False,3.8
E-000294,2024-01-02 00:00,EQ-B02,0.45,False,3.8
E-000295,2024-01-02 00:00,EQ-B03,1.71,False,3.8
E-000296,2024-01-02 00:00,EQ-B04,7.76,True,3.8
E-000297,2024-01-02 00:00,EQ-C01,2.42,False,3.8
E-000298,2024-01-02 00:00,EQ-C02,13.89,True,3.8
E-000299,2024-01-02 00:00,EQ-C03,,False,3.8
E-000300,2024-01-02 00:00,EQ-C04,1.97,False,3.8
E-000301,2024-01-02 01:00,EQ-A01,3.27,False,3.2
E-000302,2024-01-02 01:00,EQ-A02,3.28,False,3.2
E-000303,2024-01-02 01:00,EQ-A03,4.9,False,3.2
E-000304,2024-01-02 01:00,EQ-A04,10.15,True,3.2
E-000305,2024-01-02 01:00,EQ-B01,0.59,False,3.2
E-000306,2024-01-02 01:00,EQ-B02,0.1,False,3.2
E-000307,2024-01-02 01:00,EQ-B03,0.1,False,3.2
E-000308,2024-01-02 01:00,EQ-B04,5.99,True,3.2
E-000309,2024-01-02 01:00,EQ-C01,1.17,False,3.2
E-000310,2024-01-02 01:00,EQ-C02,16.72,True,3.2
E-000311,2024-01-02 01:00,EQ-C03,2.34,False,3.2
E-000312,2024-01-02 01:00,EQ-C04,1.95,False,
E-000313,2024-01-02 02:00,EQ-A01,4.32,False,2.4
E-000314,2024-01-02 02:00,EQ-A02,2.36,False,2.4
E-000315,2024-01-02 02:00,EQ-A03,4.02,False,2.4
E-000316,2024-01-02 02:00,EQ-A04,2.58,False,2.4
E-000317,2024-01-02 02:00,EQ-B01,0.52,False,2.4
E-000318,2024-01-02 02:00,EQ-B02,0.59,False,2.4
E-000319,2024-01-02 02:00,EQ-B03,17.41,True,2.4
E-000320,2024-01-02 02:00,EQ-B04,,False,2.4
E-000321,2024-01-02 02:00,EQ-C01,1.84,False,2.4
E-000322,2024-01-02 02:00,EQ-C02,2.38,False,2.4
E-000323,2024-01-02 02:00,EQ-C03,2.6,False,2.4
E-000324,2024-01-02 02:00,EQ-C04,10.07,True,2.4
E-000325,2024-01-02 03:00,EQ-A01,16.12,True,5.1
E-000326,2024-01-02 03:00,EQ-A02,2.85,False,5.1
E-000327,2024-01-02 03:00,EQ-A03,4.28,False,5.1
E-000328,2024-01-02 03:00,EQ-A04,3.24,False,5.1
E-000329,2024-01-02 03:00,EQ-B01,1.42,False,5.1
E-000330,2024-01-02 03:00,EQ-B02,0.1,False,5.1
E-000331,2024-01-02 03:00,EQ-B03,0.37,False,5.1
E-000332,2024-01-02 03:00,EQ-B04,1.72,False,
E-000333,2024-01-02 03:00,EQ-C01,1.41,False,5.1
E-000334,2024-01-02 03:00,EQ-C02,0.86,False,5.1
E-000335,2024-01-02 03:00,EQ-C03,21.6,True,5.1
E-000336,2024-01-02 03:00,EQ-C04,9.41,True,5.1
E-000337,2024-01-02 04:00,EQ-A01,3.25,False,1.5
E-000338,2024-01-02 04:00,EQ-A02,18.56,True,1.5
E-000339,2024-01-02 04:00,EQ-A03,5.59,False,1.5
E-000340,2024-01-02 04:00,EQ-A04,3.42,False,1.5
E-000341,2024-01-02 04:00,EQ-B01,12.95,True,1.5
E-000342,2024-01-02 04:00,EQ-B02,0.55,False,1.5
E-000343,2024-01-02 04:00,EQ-B03,1.18,False,1.5
E-000344,2024-01-02 04:00,EQ-B04,0.26,False,1.5
E-000345,2024-01-02 04:00,EQ-C01,3.22,False,1.5
E-000346,2024-01-02 04:00,EQ-C02,2.8,False,1.5
E-000347,2024-01-02 04:00,EQ-C03,2.95,False,1.5
E-000348,2024-01-02 04:00,EQ-C04,1.5,False,1.5
E-000349,2024-01-02 05:00,EQ-A01,3.38,False,1.1
E-000350,2024-01-02 05:00,EQ-A02,3.59,False,1.1
E-000351,2024-01-02 05:00,EQ-A03,5.0,False,1.1
E-000352,2024-01-02 05:00,EQ-A04,3.0,False,1.1
E-000353,2024-01-02 05:00,EQ-B01,2.46,False,1.1
E-000354,2024-01-02 05:00,EQ-B02,11.73,True,1.1
E-000355,2024-01-02 05:00,EQ-B03,2.02,False,1.1
E-000356,2024-01-02 05:00,EQ-B04,0.45,False,1.1
E-000357,2024-01-02 05:00,EQ-C01,1.88,False,1.1
E-000358,2024-01-02 05:00,EQ-C02,2.39,False,1.1
E-000359,2024-01-02 05:00,EQ-C03,3.37,False,1.1
E-000360,2024-01-02 05:00,EQ-C04,11.94,True,1.1
E-000361,2024-01-02 06:00,EQ-A01,17.11,True,5.6
E-000362,2024-01-02 06:00,EQ-A02,3.6,False,5.6
E-000363,2024-01-02 06:00,EQ-A03,25.43,True,5.6
E-000364,2024-01-02 06:00,EQ-A04,11.99,True,5.6
E-000365,2024-01-02 06:00,EQ-B01,12.46,True,5.6
E-000366,2024-01-02 06:00,EQ-B02,10.24,True,5.6
E-000367,2024-01-02 06:00,EQ-B03,16.77,True,5.6
E-000368,2024-01-02 06:00,EQ-B04,7.47,True,5.6
E-000369,2024-01-02 06:00,EQ-C01,,True,5.6
E-000370,2024-01-02 06:00,EQ-C02,16.94,True,5.6
E-000371,2024-01-02 06:00,EQ-C03,22.94,True,5.6
E-000372,2024-01-02 06:00,EQ-C04,11.32,True,5.6
E-000373,2024-01-02 07:00,EQ-A01,3.6,False,5.7
E-000374,2024-01-02 07:00,EQ-A02,17.94,True,5.7
E-000375,2024-01-02 07:00,EQ-A03,29.29,True,5.7
E-000376,2024-01-02 07:00,EQ-A04,12.99,True,5.7
E-000377,2024-01-02 07:00,EQ-B01,9.88,True,5.7
E-000378,2024-01-02 07:00,EQ-B02,11.6,True,5.7
E-000379,2024-01-02 07:00,EQ-B03,18.57,True,5.7
E-000380,2024-01-02 07:00,EQ-B04,7.47,True,5.7
E-000381,2024-01-02 07:00,EQ-C01,13.54,True,5.7
E-000382,2024-01-02 07:00,EQ-C02,14.82,True,5.7
E-000383,2024-01-02 07:00,EQ-C03,21.13,True,5.7
E-000384,2024-01-02 07:00,EQ-C04,9.33,True,5.7
E-000385,2024-01-02 08:00,EQ-A01,15.96,True,12.9
E-000386,2024-01-02 08:00,EQ-A02,2.95,False,12.9
E-000387,2024-01-02 08:00,EQ-A03,25.42,True,12.9
E-000388,2024-01-02 08:00,EQ-A04,11.88,True,12.9
E-000389,2024-01-02 08:00,EQ-B01,11.8,True,12.9
E-000390,2024-01-02 08:00,EQ-B02,10.23,True,12.9
E-000391,2024-01-02 08:00,EQ-B03,18.19,True,12.9
E-000392,2024-01-02 08:00,EQ-B04,7.8,True,12.9
E-000393,2024-01-02 08:00,EQ-C01,16.62,True,12.9
E-000394,2024-01-02 08:00,EQ-C02,16.01,True,12.9
E-000395,2024-01-02 08:00,EQ-C03,19.81,True,12.9
E-000396,2024-01-02 08:00,EQ-C04,10.01,True,12.9
E-000397,2024-01-02 09:00,EQ-A01,16.13,True,12.5
E-000398,2024-01-02 09:00,EQ-A02,17.73,True,12.5
E-000399,2024-01-02 09:00,EQ-A03,28.93,True,12.5
E-000400,2024-01-02 09:00,EQ-A04,11.67,True,12.5
E-000401,2024-01-02 09:00,EQ-B01,12.32,True,12.5
E-000402,2024-01-02 09:00,EQ-B02,12.45,True,12.5
E-000403,2024-01-02 09:00,EQ-B03,17.97,True,12.5
E-000404,2024-01-02 09:00,EQ-B04,8.05,True,12.5
E-000405,2024-01-02 09:00,EQ-C01,12.88,True,12.5
E-000406,2024-01-02 09:00,EQ-C02,14.72,True,12.5
E-000407,2024-01-02 09:00,EQ-C03,2.83,False,12.5
E-000408,2024-01-02 09:00,EQ-C04,10.26,True,12.5
E-000409,2024-01-02 10:00,EQ-A01,21.01,True,8.2
E-000410,2024-01-02 10:00,EQ-A02,19.97,True,8.2
E-000411,2024-01-02 10:00,EQ-A03,31.43,True,8.2
E-000412,2024-01-02 10:00,EQ-A04,11.8,True,8.2
E-000413,2024-01-02 10:00,EQ-B01,11.8,True,8.2
E-000414,2024-01-02 10:00,EQ-B02,0.15,False,8.2
E-000415,2024-01-02 10:00,EQ-B03,16.02,True,8.2
E-000416,2024-01-02 10:00,EQ-B04,7.23,True,8.2
E-000417,2024-01-02 10:00,EQ-C01,17.69,True,8.2
E-000418,2024-01-02 10:00,EQ-C02,2.39,False,8.2
E-000419,2024-01-02 10:00,EQ-C03,21.34,True,8.2
E-000420,2024-01-02 10:00,EQ-C04,11.17,True,8.2
E-000421,2024-01-02 11:00,EQ-A01,19.74,True,12.1
E-000422,2024-01-02 11:00,EQ-A02,20.28,True,12.1
E-000423,2024-01-02 11:00,EQ-A03,27.29,True,12.1
